sku,status,old_eur,new_eur,delta_eur,delta_pct,db_slug,title
SBR25G63-89,MINOR,39.49,39,-0.49,-1.2,do88-sbr25g63-89,"Silicone Hose Black 25 degree 2,5 - 3,5'' (63-89mm)"
SBR45G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-sbr45g70-102,"Silicone Hose Black 45 degree 2,75 - 4'' (70-102mm)"
SBR45G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr45g80-83,"Silicone Hose Black 45 degree 3,125 - 3,25'' (80-83mm)"
SBR45G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr45g80-89,"Silicone Hose Black 45 degree 3,125 - 3,5'' (80-89mm)"
SBR60G63-89,MINOR,39.49,39,-0.49,-1.2,do88-sbr60g63-89,"Silicone Hose Black 60 degree 2,5 - 3,5'' (63-89mm)"
SBR90G70-102,MINOR,41.16,40.67,-0.49,-1.2,do88-sbr90g70-102,"Silicone Hose Black 90 degree 2,75 - 4'' (70-102mm)"
SBR90G80-83,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr90g80-83,"Silicone Hose Black 90 degree 3,125 - 3,25'' (80-83mm)"
SBR90G80-89,MINOR,36.98,36.49,-0.49,-1.3,do88-sbr90g80-89,"Silicone Hose Black 90 degree 3,125 - 3,5'' (80-89mm)"
SLB90G41,MINOR,36.98,36.49,-0.49,-1.3,do88-slb90g41,"Silicone Hose Black 90 degree long leg 1,625'' (41mm)"
B45G95,MINOR,42.92,42.44,-0.48,-1.1,do88-b45g95,"Silicone Hose Blue 45 degree 3,75'' (95mm)"
BR45G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-br45g83-102,"Silicone Hose Blue 45 degree 3,25 - 4'' (83-102mm)"
BR90G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-br90g83-102,"Silicone Hose Blue 90 degree 3,25 - 4'' (83-102mm)"
SB45G95,MINOR,42.92,42.44,-0.48,-1.1,do88-sb45g95,"Silicone Hose Black 45 degree 3,75'' (95mm)"
SBR45G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-sbr45g83-102,"Silicone Hose Black 45 degree 3,25 - 4'' (83-102mm)"
SBR90G83-102,MINOR,44.78,44.3,-0.48,-1.1,do88-sbr90g83-102,"Silicone Hose Black 90 degree 3,25 - 4'' (83-102mm)"
B135G80,MINOR,38.38,37.91,-0.47,-1.2,do88-b135g80,"Silicone Hose Blue 135 degree 3,125'' (80mm)"
B25G80,MINOR,38.38,37.91,-0.47,-1.2,do88-b25g80,"Silicone Hose Blue 25 degree 3,125'' (80mm)"
BLB90G45,MINOR,40.14,39.67,-0.47,-1.2,do88-blb90g45,"Silicone Hose Blue 90 degree long leg 1,75'' (45mm)"
BR45G76-89,MINOR,36.06,35.59,-0.47,-1.3,do88-br45g76-89,"Silicone Hose Blue 45 degree 3 - 3,5'' (76 - 89mm)"
SB135G80,MINOR,38.38,37.91,-0.47,-1.2,do88-sb135g80,"Silicone Hose Black 135 degree 3,125'' (80mm)"
SB25G80,MINOR,38.38,37.91,-0.47,-1.2,do88-sb25g80,"Silicone Hose Black 25 degree 3,125'' (80mm)"
SBR45G76-89,MINOR,36.06,35.59,-0.47,-1.3,do88-sbr45g76-89,"Silicone Hose Black 45 degree 3 - 3,5'' (76 - 89mm)"
SCAC70,MINOR,37.73,37.26,-0.47,-1.2,do88-scac70,"Silicone Hose Black 4-Humps 2,75'' (70mm)"
SE22,MINOR,44.23,43.76,-0.47,-1.1,do88-se22,"Silicone Heater Hose Black 0,875'' (22mm)"
SLB90G45,MINOR,40.14,39.67,-0.47,-1.2,do88-slb90g45,"Silicone Hose Black 90 degree long leg 1,75'' (45mm)"
B135G89,MINOR,44.88,44.42,-0.46,-1,do88-b135g89,"Silicone Hose Blue 135 degree 3,5'' (89mm)"
B25G89,MINOR,44.88,44.42,-0.46,-1,do88-b25g89,"Silicone Hose Blue 25 degree 3,5'' (89mm)"
B60G89,MINOR,44.88,44.42,-0.46,-1,do88-b60g89,"Silicone Hose Blue 60 degree 3,5'' (89mm)"
BR45G70-89,MINOR,36.61,36.15,-0.46,-1.3,do88-br45g70-89,"Silicone Hose Blue 45 degree 2,75 - 3,5'' (70-89mm)"
BR45G76-83,MINOR,36.61,36.15,-0.46,-1.3,do88-br45g76-83,"Silicone Hose Blue 45 degree 3 - 3,25'' (76-83mm)"
BR45G83-89,MINOR,37.82,37.36,-0.46,-1.2,do88-br45g83-89,"Silicone Hose Blue 45 degree 3,25 - 3,5'' (83-89mm)"
BR90G70-89,MINOR,36.61,36.15,-0.46,-1.3,do88-br90g70-89,"Silicone Hose Blue 90 degree 2,75 - 3,5'' (70 - 89mm)"
BR90G76-83,MINOR,36.61,36.15,-0.46,-1.3,do88-br90g76-83,"Silicone Hose Blue 90 degree 3 - 3,25'' (76 - 83mm)"
BR90G76-89,MINOR,36.61,36.15,-0.46,-1.3,do88-br90g76-89,"Silicone Hose Blue 90 degree 3 - 3,5'' (76 - 89mm)"
BR90G83-89,MINOR,37.82,37.36,-0.46,-1.2,do88-br90g83-89,"Silicone Hose Blue 90 degree 3,25 - 3,5'' (83-89mm)"
SB135G89,MINOR,44.88,44.42,-0.46,-1,do88-sb135g89,"Silicone Hose Black 135 degree 3,5'' (89mm)"
SB25G89,MINOR,44.88,44.42,-0.46,-1,do88-sb25g89,"Silicone Hose Black 25 degree 3,5'' (89mm)"
SB60G89,MINOR,44.88,44.42,-0.46,-1,do88-sb60g89,"Silicone Hose Black 60 degree 3,5'' (89mm)"
SBR45G70-89,MINOR,36.61,36.15,-0.46,-1.3,do88-sbr45g70-89,"Silicone Hose Black 45 degree 2,75 - 3,5'' (70-89mm)"
SBR45G76-83,MINOR,36.61,36.15,-0.46,-1.3,do88-sbr45g76-83,"Silicone Hose Black 45 degree 3 - 3,25'' (76-83mm)"
SBR90G70-89,MINOR,36.61,36.15,-0.46,-1.3,do88-sbr90g70-89,"Silicone Hose Black 90 degree 2,75 - 3,5'' (70 - 89mm)"
SBR90G76-83,MINOR,36.61,36.15,-0.46,-1.3,do88-sbr90g76-83,"Silicone Hose Black 90 degree 3 - 3,25'' (76 - 83mm)"
SBR90G76-89,MINOR,36.61,36.15,-0.46,-1.3,do88-sbr90g76-89,"Silicone Hose Black 90 degree 3 - 3,5'' (76 - 89mm)"
SBR90G83-89,MINOR,37.82,37.36,-0.46,-1.2,do88-sbr90g83-89,"Silicone Hose Black 90 degree 3,25 - 3,5'' (83-89mm)"
SC152,MINOR,43.67,43.21,-0.46,-1.1,do88-sc152,"Silicone Hose Black Coupler 6'' (152mm)"
SDH89,MINOR,37.17,36.71,-0.46,-1.2,do88-sdh89,"Silicone Hose Black 2-Humps 3,5'' (89mm)"
SR102-127,MINOR,36.71,36.25,-0.46,-1.3,do88-sr102-127,"Silicone Hose Black 4 - 5'' (102-127mm)"
B180G60,MINOR,39.68,39.23,-0.45,-1.1,do88-b180g60,"Silicone Hose Blue 180 degree 2,375'' (60mm)"
B180G65,MINOR,39.68,39.23,-0.45,-1.1,do88-b180g65,"Silicone Hose Blue 180 degree 2,56'' (65mm)"
B180G68,MINOR,39.68,39.23,-0.45,-1.1,do88-b180g68,"Silicone Hose Blue 180 degree 2,68'' (68mm)"
BR135G51-63,MINOR,39.03,38.58,-0.45,-1.2,do88-br135g51-63,"Silicone Hose Blue 135 degree 2 - 2,5'' (51-63mm)"
BR25G70-80,MINOR,37.26,36.81,-0.45,-1.2,do88-br25g70-80,"Silicone Hose Blue 25 degree 2,75 - 3,125'' (70 - 80mm)"
BR60G70-80,MINOR,37.26,36.81,-0.45,-1.2,do88-br60g70-80,"Silicone Hose Blue 60 degree 2,75 - 3,125'' (70 - 80mm)"
SB180G60,MINOR,39.68,39.23,-0.45,-1.1,do88-sb180g60,"Silicone Hose Black 180 degree 2,375'' (60mm)"
SB180G65,MINOR,39.68,39.23,-0.45,-1.1,do88-sb180g65,"Silicone Hose Black 180 degree 2,56'' (65mm)"
SB180G68,MINOR,39.68,39.23,-0.45,-1.1,do88-sb180g68,"Silicone Hose Black 180 degree 2,68'' (68mm)"
SBR135G51-63,MINOR,39.03,38.58,-0.45,-1.2,do88-sbr135g51-63,"Silicone Hose Black 135 degree 2 - 2,5'' (51-63mm)"
SBR25G70-80,MINOR,37.26,36.81,-0.45,-1.2,do88-sbr25g70-80,"Silicone Hose Black 25 degree 2,75 - 3,125'' (70 - 80mm)"
SBR60G70-80,MINOR,37.26,36.81,-0.45,-1.2,do88-sbr60g70-80,"Silicone Hose Black 60 degree 2,75 - 3,125'' (70 - 80mm)"
B90G89,MINOR,37.92,37.48,-0.44,-1.2,do88-b90g89,"Silicone Hose Blue 90 degree 3,5'' (89mm)"
BR135G51-60,MINOR,38.47,38.03,-0.44,-1.1,do88-br135g51-60,"Silicone Hose Blue 135 degree 2 - 2,375'' (51-60mm)"
RB90G89,MINOR,37.92,37.48,-0.44,-1.2,do88-rb90g89,"Silicone Hose Red 90 degree 3,5'' (89mm)"
SB90G89,MINOR,37.92,37.48,-0.44,-1.2,do88-sb90g89,"Silicone Hose Black 90 degree 3,5'' (89mm)"
SBR135G51-60,MINOR,38.47,38.03,-0.44,-1.1,do88-sbr135g51-60,"Silicone Hose Black 135 degree 2 - 2,375'' (51-60mm)"
SDH76,MINOR,32.61,32.17,-0.44,-1.3,do88-sdh76,"Silicone Hose Black 2-Humps 3'' (76mm)"
BR135G51-70,MINOR,39.22,38.79,-0.43,-1.1,do88-br135g51-70,"Silicone Hose Blue 135 degree 2 - 2,75'' (51-70mm)"
BR135G57-63,MINOR,39.22,38.79,-0.43,-1.1,do88-br135g57-63,"Silicone Hose Blue 135 degree 2,25 - 2,5'' (57-63mm)"
BR25G60-76,MINOR,33.82,33.39,-0.43,-1.3,do88-br25g60-76,"Silicone Hose Blue 25 degree 2,375 - 3'' (60 - 76mm)"
BR25G63-76,MINOR,34.38,33.95,-0.43,-1.3,do88-br25g63-76,"Silicone Hose Blue 25 degree 2,5 - 3'' (63 - 76mm)"
BR60G60-76,MINOR,33.82,33.39,-0.43,-1.3,do88-br60g60-76,"Silicone Hose Blue 60 degree 2,375 - 3'' (60 - 76mm)"
BR60G63-76,MINOR,34.38,33.95,-0.43,-1.3,do88-br60g63-76,"Silicone Hose Blue 60 degree 2,5 - 3'' (63 - 76mm)"
R102-108,MINOR,33.82,33.39,-0.43,-1.3,do88-r102-108,"Silicone Hose Blue 4 - 4,25'' (102-108 mm)"
R102-114,MINOR,33.82,33.39,-0.43,-1.3,do88-r102-114,"Silicone Hose Blue 4 - 4,5'' (102-114mm)"
SBR135G51-70,MINOR,39.22,38.79,-0.43,-1.1,do88-sbr135g51-70,"Silicone Hose Black 135 degree 2 - 2,75'' (51-70mm)"
SBR135G57-63,MINOR,39.22,38.79,-0.43,-1.1,do88-sbr135g57-63,"Silicone Hose Black 135 degree 2,25 - 2,5'' (57-63mm)"
SBR25G60-76,MINOR,33.82,33.39,-0.43,-1.3,do88-sbr25g60-76,"Silicone Hose Black 25 degree 2,375 - 3'' (60 - 76mm)"
SBR25G63-76,MINOR,34.38,33.95,-0.43,-1.3,do88-sbr25g63-76,"Silicone Hose Black 25 degree 2,5 - 3'' (63 - 76mm)"
SBR60G60-76,MINOR,33.82,33.39,-0.43,-1.3,do88-sbr60g60-76,"Silicone Hose Black 60 degree 2,375 - 3'' (60 - 76mm)"
SBR60G63-76,MINOR,34.38,33.95,-0.43,-1.3,do88-sbr60g63-76,"Silicone Hose Black 60 degree 2,5 - 3'' (63 - 76mm)"
SR102-108,MINOR,33.82,33.39,-0.43,-1.3,do88-sr102-108,"Silicone Hose Black 4 - 4,25'' (102-108 mm)"
SR102-114,MINOR,33.82,33.39,-0.43,-1.3,do88-sr102-114,"Silicone Hose Black 4 - 4,5'' (102-114mm)"
B180G57,MINOR,37.44,37.02,-0.42,-1.1,do88-b180g57,"Silicone Hose Blue 180 degree 2,25'' (57mm)"
BLB90G35,MINOR,32.06,31.64,-0.42,-1.3,do88-blb90g35,"Silicone Hose Blue 90 degree long leg 1,375'' (35mm)"
BR25G57-70,MINOR,32.71,32.29,-0.42,-1.3,do88-br25g57-70,"Silicone Hose Blue 25 degree 2,25 - 2,75'' (57 - 70mm)"
BR60G57-70,MINOR,32.71,32.29,-0.42,-1.3,do88-br60g57-70,"Silicone Hose Blue 60 degree 2,25 - 2,75'' (57 - 70mm)"
SB180G57,MINOR,37.44,37.02,-0.42,-1.1,do88-sb180g57,"Silicone Hose Black 180 degree 2,25'' (57mm)"
SBR25G57-70,MINOR,32.71,32.29,-0.42,-1.3,do88-sbr25g57-70,"Silicone Hose Black 25 degree 2,25 - 2,75'' (57 - 70mm)"
SBR60G57-70,MINOR,32.71,32.29,-0.42,-1.3,do88-sbr60g57-70,"Silicone Hose Black 60 degree 2,25 - 2,75'' (57 - 70mm)"
SDH83,MINOR,35.03,34.61,-0.42,-1.2,do88-sdh83,"Silicone Hose Black 2-Humps 3,25'' (83mm)"
SLB90G35,MINOR,32.06,31.64,-0.42,-1.3,do88-slb90g35,"Silicone Hose Black 90 degree long leg 1,375'' (35mm)"
B135G65,MINOR,33.36,32.95,-0.41,-1.2,do88-b135g65,"Silicone Hose Blue 135 degree 2,56'' (65mm)"
B135G68,MINOR,33.36,32.95,-0.41,-1.2,do88-b135g68,"Silicone Hose Blue 135 degree 2,68'' (68mm)"
B135G70,MINOR,33.36,32.95,-0.41,-1.2,do88-b135g70,"Silicone Hose Blue 135 degree 2,75'' (70mm)"
B25G65,MINOR,33.36,32.95,-0.41,-1.2,do88-b25g65,"Silicone Hose Blue 25 degree 2,56'' (65mm)"
B25G68,MINOR,33.36,32.95,-0.41,-1.2,do88-b25g68,"Silicone Hose Blue 25 degree 2,68'' (68mm)"
B25G70,MINOR,33.36,32.95,-0.41,-1.2,do88-b25g70,"Silicone Hose Blue 25 degree 2,75'' (70mm)"
B45G80,MINOR,32.8,32.39,-0.41,-1.3,do88-b45g80,"Silicone Hose Blue 45 degree 3,125'' (80mm)"
B60G65,MINOR,33.36,32.95,-0.41,-1.2,do88-b60g65,"Silicone Hose Blue 60 degree 2,56'' (65mm)"
B60G68,MINOR,33.36,32.95,-0.41,-1.2,do88-b60g68,"Silicone Hose Blue 60 degree 2,68'' (68mm)"
B60G70,MINOR,33.36,32.95,-0.41,-1.2,do88-b60g70,"Silicone Hose Blue 60 degree 2,75'' (70mm)"
BLB90G38,MINOR,34.47,34.06,-0.41,-1.2,do88-blb90g38,"Silicone Hose Blue 90 degree long leg 1,5'' (38mm)"
BR25G57-76,MINOR,33.26,32.85,-0.41,-1.2,do88-br25g57-76,"Silicone Hose Blue 25 degree 2,25 - 3'' (57 - 76mm)"
BR25G63-70,MINOR,33.26,32.85,-0.41,-1.2,do88-br25g63-70,"Silicone Hose Blue 25 degree 2,5 - 2,75'' (63 - 70mm)"
BR60G57-76,MINOR,33.26,32.85,-0.41,-1.2,do88-br60g57-76,"Silicone Hose Blue 60 degree 2,25 - 3'' (57 - 76mm)"
BR60G63-70,MINOR,33.26,32.85,-0.41,-1.2,do88-br60g63-70,"Silicone Hose Blue 60 degree 2,5 - 2,75'' (63 - 70mm)"
R102-127,MINOR,34.57,34.16,-0.41,-1.2,do88-r102-127,"Silicone Hose Blue 4 - 5'' (102-127mm)"
RB25G70,MINOR,33.36,32.95,-0.41,-1.2,do88-rb25g70,"Silicone Hose Red 25 degree 2,75'' (70mm)"
RB45G80,MINOR,32.8,32.39,-0.41,-1.3,do88-rb45g80,"Silicone Hose Red 45 degree 3,125'' (80mm)"
SB135G65,MINOR,33.36,32.95,-0.41,-1.2,do88-sb135g65,"Silicone Hose Black 135 degree 2,56'' (65mm)"
SB135G68,MINOR,33.36,32.95,-0.41,-1.2,do88-sb135g68,"Silicone Hose Black 135 degree 2,68'' (68mm)"
SB135G70,MINOR,33.36,32.95,-0.41,-1.2,do88-sb135g70,"Silicone Hose Black 135 degree 2,75'' (70mm)"
SB25G65,MINOR,33.36,32.95,-0.41,-1.2,do88-sb25g65,"Silicone Hose Black 25 degree 2,56'' (65mm)"
SB25G68,MINOR,33.36,32.95,-0.41,-1.2,do88-sb25g68,"Silicone Hose Black 25 degree 2,68'' (68mm)"
SB25G70,MINOR,33.36,32.95,-0.41,-1.2,do88-sb25g70,"Silicone Hose Black 25 degree 2,75'' (70mm)"
SB45G80,MINOR,32.8,32.39,-0.41,-1.3,do88-sb45g80,"Silicone Hose Black 45 degree 3,125'' (80mm)"
SB60G65,MINOR,33.36,32.95,-0.41,-1.2,do88-sb60g65,"Silicone Hose Black 60 degree 2,56'' (65mm)"
SB60G68,MINOR,33.36,32.95,-0.41,-1.2,do88-sb60g68,"Silicone Hose Black 60 degree 2,68'' (68mm)"
SB60G70,MINOR,33.36,32.95,-0.41,-1.2,do88-sb60g70,"Silicone Hose Black 60 degree 2,75'' (70mm)"
SBR25G57-76,MINOR,33.26,32.85,-0.41,-1.2,do88-sbr25g57-76,"Silicone Hose Black 25 degree 2,25 - 3'' (57 - 76mm)"
SBR25G63-70,MINOR,33.26,32.85,-0.41,-1.2,do88-sbr25g63-70,"Silicone Hose Black 25 degree 2,5 - 2,75'' (63 - 70mm)"
SBR60G57-76,MINOR,33.26,32.85,-0.41,-1.2,do88-sbr60g57-76,"Silicone Hose Black 60 degree 2,25 - 3'' (57 - 76mm)"
SBR60G63-70,MINOR,33.26,32.85,-0.41,-1.2,do88-sbr60g63-70,"Silicone Hose Black 60 degree 2,5 - 2,75'' (63 - 70mm)"
SCAC63,MINOR,34.57,34.16,-0.41,-1.2,do88-scac63,"Silicone Hose Black 4-Humps 2,5'' (63mm)"
SDH80,MINOR,34.01,33.6,-0.41,-1.2,do88-sdh80,"Silicone Hose Black 2-Humps 3,125'' (80mm)"
SLB90G38,MINOR,34.47,34.06,-0.41,-1.2,do88-slb90g38,"Silicone Hose Black 90 degree long leg 1,5'' (38mm)"
B45G89,MINOR,38.65,38.25,-0.4,-1,do88-b45g89,"Silicone Hose Blue 45 degree 3,5'' (89mm)"
BR135G51-76,MINOR,39.86,39.46,-0.4,-1,do88-br135g51-76,"Silicone Hose Blue 135 degree 2 - 3'' (51-76mm)"
BR135G60-63,MINOR,39.86,39.46,-0.4,-1,do88-br135g60-63,"Silicone Hose Blue 135 degree 2,375 - 2,5'' (60-63mm)"
RB45G89,MINOR,38.65,38.25,-0.4,-1,do88-rb45g89,"Silicone Hose Red 45 degree 3,5'' (89mm)"
SB45G89,MINOR,38.65,38.25,-0.4,-1,do88-sb45g89,"Silicone Hose Black 45 degree 3,5'' (89mm)"
SBR135G51-76,MINOR,39.86,39.46,-0.4,-1,do88-sbr135g51-76,"Silicone Hose Black 135 degree 2 - 3'' (51-76mm)"
SBR135G60-63,MINOR,39.86,39.46,-0.4,-1,do88-sbr135g60-63,"Silicone Hose Black 135 degree 2,375 - 2,5'' (60-63mm)"
B135G63,MINOR,31.69,31.3,-0.39,-1.2,do88-b135g63,"Silicone Hose Blue 135 degree 2,5'' (63mm)"
B180G54,MINOR,32.8,32.41,-0.39,-1.2,do88-b180g54,"Silicone Hose Blue 180 degree 2,125'' (54mm)"
B25G63,MINOR,31.69,31.3,-0.39,-1.2,do88-b25g63,"Silicone Hose Blue 25 degree 2,5'' (63mm)"
B60G63,MINOR,31.69,31.3,-0.39,-1.2,do88-b60g63,"Silicone Hose Blue 60 degree 2,5'' (63mm)"
B90G80,MINOR,32.25,31.86,-0.39,-1.2,do88-b90g80,"Silicone Hose Blue 90 degree 3,125'' (80mm)"
B90G83,MINOR,35.12,34.73,-0.39,-1.1,do88-b90g83,"Silicone Hose Blue 90 degree 3,25'' (83mm)"
BR135G41-51,MINOR,31.69,31.3,-0.39,-1.2,do88-br135g41-51,"Silicone Hose Blue 135 degree 1,625 - 2'' (41-51mm)"
BR25G51-76,MINOR,31.69,31.3,-0.39,-1.2,do88-br25g51-76,"Silicone Hose Blue 25 degree 2 - 3'' (51 - 76mm)"
BR25G70-76,MINOR,35.12,34.73,-0.39,-1.1,do88-br25g70-76,"Silicone Hose Blue 25 degree 2,75 - 3'' (70 - 76mm)"
BR25G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-br25g76-80,"Silicone Hose Blue 25 degree 3 - 3,125'' (76 - 80mm)"
BR45G63-89,MINOR,35.12,34.73,-0.39,-1.1,do88-br45g63-89,"Silicone Hose Blue 45 degree 2,5 - 3,5'' (63-89mm)"
BR60G51-76,MINOR,31.69,31.3,-0.39,-1.2,do88-br60g51-76,"Silicone Hose Blue 60 degree 2 - 3'' (51 - 76mm)"
BR60G70-76,MINOR,35.12,34.73,-0.39,-1.1,do88-br60g70-76,"Silicone Hose Blue 60 degree 2,75 - 3'' (70 - 76mm)"
BR60G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-br60g76-80,"Silicone Hose Blue 60 degree 3 - 3,125'' (76 - 80mm)"
BR90G63-89,MINOR,35.12,34.73,-0.39,-1.1,do88-br90g63-89,"Silicone Hose Blue 90 degree 2,5 - 3,5'' (63-89mm)"
BR90G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-br90g76-80,"Silicone Hose Blue 90 degree 3 - 3,125'' (76 - 80mm)"
RB25G63,MINOR,31.69,31.3,-0.39,-1.2,do88-rb25g63,"Silicone Hose Red 25 degree 2,5'' (63mm)"
RB90G80,MINOR,32.25,31.86,-0.39,-1.2,do88-rb90g80,"Silicone Hose Red 90 degree 3,125'' (80mm)"
RB90G83,MINOR,35.12,34.73,-0.39,-1.1,do88-rb90g83,"Silicone Hose Red 90 degree 3,25'' (83mm)"
SB135G63,MINOR,31.69,31.3,-0.39,-1.2,do88-sb135g63,"Silicone Hose Black 135 degree 2,5'' (63mm)"
SB180G54,MINOR,32.8,32.41,-0.39,-1.2,do88-sb180g54,"Silicone Hose Black 180 degree 2,125'' (54mm)"
SB25G63,MINOR,31.69,31.3,-0.39,-1.2,do88-sb25g63,"Silicone Hose Black 25 degree 2,5'' (63mm)"
SB60G63,MINOR,31.69,31.3,-0.39,-1.2,do88-sb60g63,"Silicone Hose Black 60 degree 2,5'' (63mm)"
SB90G80,MINOR,32.25,31.86,-0.39,-1.2,do88-sb90g80,"Silicone Hose Black 90 degree 3,125'' (80mm)"
SB90G83,MINOR,35.12,34.73,-0.39,-1.1,do88-sb90g83,"Silicone Hose Black 90 degree 3,25'' (83mm)"
SBR135G41-51,MINOR,31.69,31.3,-0.39,-1.2,do88-sbr135g41-51,"Silicone Hose Black 135 degree 1,625 - 2'' (41-51mm)"
SBR25G51-76,MINOR,31.69,31.3,-0.39,-1.2,do88-sbr25g51-76,"Silicone Hose Black 25 degree 2 - 3'' (51 - 76mm)"
SBR25G70-76,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr25g70-76,"Silicone Hose Black 25 degree 2,75 - 3'' (70 - 76mm)"
SBR25G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr25g76-80,"Silicone Hose Black 25 degree 3 - 3,125'' (76 - 80mm)"
SBR45G63-89,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr45g63-89,"Silicone Hose Black 45 degree 2,5 - 3,5'' (63-89mm)"
SBR60G51-76,MINOR,31.69,31.3,-0.39,-1.2,do88-sbr60g51-76,"Silicone Hose Black 60 degree 2 - 3'' (51 - 76mm)"
SBR60G70-76,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr60g70-76,"Silicone Hose Black 60 degree 2,75 - 3'' (70 - 76mm)"
SBR60G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr60g76-80,"Silicone Hose Black 60 degree 3 - 3,125'' (76 - 80mm)"
SBR90G63-89,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr90g63-89,"Silicone Hose Black 90 degree 2,5 - 3,5'' (63-89mm)"
SBR90G76-80,MINOR,35.12,34.73,-0.39,-1.1,do88-sbr90g76-80,"Silicone Hose Black 90 degree 3 - 3,125'' (76 - 80mm)"
SE19,MINOR,39.3,38.91,-0.39,-1,do88-se19,"Silicone Heater Hose Black 0,75'' (19mm)"
B135G73,MINOR,35.31,34.93,-0.38,-1.1,do88-b135g73,"Silicone Hose Blue 135 degree 2,875'' (73mm)"
B180G51,MINOR,33.26,32.88,-0.38,-1.1,do88-b180g51,"Silicone Hose Blue 180 degree 2'' (51mm)"
B25G73,MINOR,35.31,34.93,-0.38,-1.1,do88-b25g73,"Silicone Hose Blue 25 degree 2,875'' (73mm)"
B60G73,MINOR,35.31,34.93,-0.38,-1.1,do88-b60g73,"Silicone Hose Blue 60 degree 2,875'' (73mm)"
BR25G57-63,MINOR,32.34,31.96,-0.38,-1.2,do88-br25g57-63,"Silicone Hose Blue 25 degree 2,25 - 2,5'' (57 - 63mm)"
BR25G60-63,MINOR,31.78,31.4,-0.38,-1.2,do88-br25g60-63,"Silicone Hose Blue 25 degree 2,375 - 2,5'' (60 - 63mm)"
BR25G60-70,MINOR,32.34,31.96,-0.38,-1.2,do88-br25g60-70,"Silicone Hose Blue 25 degree 2,375 - 2,75'' (60 - 70mm)"
BR25G60-80,MINOR,34.76,34.38,-0.38,-1.1,do88-br25g60-80,"Silicone Hose Blue 25 degree 2,375 - 3,125'' (60 - 80mm)"
BR25G63-80,MINOR,34.76,34.38,-0.38,-1.1,do88-br25g63-80,"Silicone Hose Blue 25 degree 2,5 - 3,125'' (63 - 80mm)"
BR25G63-83,MINOR,35.31,34.93,-0.38,-1.1,do88-br25g63-83,"Silicone Hose Blue 25 degree 2,5 - 3,25'' (63-83mm)"
BR45G70-83,MINOR,33.55,33.17,-0.38,-1.1,do88-br45g70-83,"Silicone Hose Blue 45 degree 2,75 - 3,25'' (70-83mm)"
BR60G57-63,MINOR,32.34,31.96,-0.38,-1.2,do88-br60g57-63,"Silicone Hose Blue 60 degree 2,25 - 2,5'' (57 - 63mm)"
BR60G60-63,MINOR,31.78,31.4,-0.38,-1.2,do88-br60g60-63,"Silicone Hose Blue 60 degree 2,375 - 2,5'' (60 - 63mm)"
BR60G60-70,MINOR,32.34,31.96,-0.38,-1.2,do88-br60g60-70,"Silicone Hose Blue 60 degree 2,375 - 2,75'' (60 - 70mm)"
BR60G60-80,MINOR,34.76,34.38,-0.38,-1.1,do88-br60g60-80,"Silicone Hose Blue 60 degree 2,375 - 3,125'' (60 - 80mm)"
BR60G63-83,MINOR,35.31,34.93,-0.38,-1.1,do88-br60g63-83,"Silicone Hose Blue 60 degree 2,5 - 3,25'' (63-83mm)"
BR90G70-83,MINOR,33.55,33.17,-0.38,-1.1,do88-br90g70-83,"Silicone Hose Blue 90 degree 2,75 - 3,25'' (70-83mm)"
SB135G73,MINOR,35.31,34.93,-0.38,-1.1,do88-sb135g73,"Silicone Hose Black 135 degree 2,875'' (73mm)"
SB180G51,MINOR,33.26,32.88,-0.38,-1.1,do88-sb180g51,"Silicone Hose Black 180 degree 2'' (51mm)"
SB25G73,MINOR,35.31,34.93,-0.38,-1.1,do88-sb25g73,"Silicone Hose Black 25 degree 2,875'' (73mm)"
SB60G73,MINOR,35.31,34.93,-0.38,-1.1,do88-sb60g73,"Silicone Hose Black 60 degree 2,875'' (73mm)"
SBR25G57-63,MINOR,32.34,31.96,-0.38,-1.2,do88-sbr25g57-63,"Silicone Hose Black 25 degree 2,25 - 2,5'' (57 - 63mm)"
SBR25G60-63,MINOR,31.78,31.4,-0.38,-1.2,do88-sbr25g60-63,"Silicone Hose Black 25 degree 2,375 - 2,5'' (60 - 63mm)"
SBR25G60-70,MINOR,32.34,31.96,-0.38,-1.2,do88-sbr25g60-70,"Silicone Hose Black 25 degree 2,375 - 2,75'' (60 - 70mm)"
