page,tier,brand,model,year_range,engine,section,sku,material,description,price_kind,msrp_usd,import_fee_usd,retail_usd,matched_summary_label,remarks
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,Factory Version,0AA71-NVN00-2,SS,Factory Version Cat Back System,absolute,4100.0,1500,5600.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,Cat Back System,1X-31-V0V0-8S-B5001,,OBDII with Lighting Sensor,included,0.0,,0.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,0AA71-NVN00-2-02,SS,Dual Side Dual Out Version Cat Back System + Carbon Fiber Rear Diffuser,absolute,4800.0,1500,6300.0,Dual Side Dual Out Version Tips (Chrome Silver) A7 C8 55 TFSI Quattro (3.0T) Cat Back System,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,Dual Side Dual Out Version,1VMK7-03-N0AS-7S,SS,Tips (Chrome Silver) A7 C8 55 TFSI Quattro (3.0T) Cat Back System,absolute,4800.0,1500,6300.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,1X-31-V0V0-8S-B5001,,OBDII with Lighting Sensor,included,0.0,,0.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,1VMK7-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,1VMK7-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,Upgrade Options,1VMK7-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,1VMK6-23-N0AD-7S,Ti,89mm Black Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,A7 C8 55 TFSI Quattro (3.0T),2018 - Current,,,1VMK6-23-N0AD-7S-01,Ti,89mm Red Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,"※ Please confirm OPF / non-OPF version | ※Catback: 1. Stock version catback, 2. Dual Side Dual Out tips version catback | ※The stock exhaust exits face down | ※Dual Side Dual Out tips version - upgrading the carbon fiber rear diffuser is included | ※Please confirm with iPE whether the rear bumper is a S-Line version before placing an Dual Side Dual Out tips catback order"
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,Downpipe,0AS31-A0N00-3,SS,Catted Downpipe + Front Pipe,absolute,1700.0,1500,3200.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,,0AS31-B0N00-3,SS,Catless Downpipe + Front Pipe,absolute,1000.0,1500,2500.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,,0AS31-NVN00-201,SS,Cat Back System (Sedan),absolute,3000.0,1500,4500.0,Cat Back System Tips (Chrome Silver),※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,Cat Back System,1IF56-03-N0AS-7S,SS,Tips (Chrome Silver),absolute,3000.0,1500,4500.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,,1X-32-V0V0-8S-B5001,,Remote Control,included,0.0,,0.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,,1IF56-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,Upgrade Options,1IF56-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,(No Discount),1IF56-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sedan,2013 - 2020,,,1X-31-V0V0-8S-B1001,,OBDII with Lighting Sensor,relative,290.0,,290.0,,※Downpipe and front pipe sections can be compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,Downpipe,0AS31-A0N00-3,SS,Catted Downpipe + Front Pipe,absolute,1700.0,1500,3200.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,,0AS31-B0N00-3,SS,Catless Downpipe + Front Pipe,absolute,1000.0,1500,2500.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,,0AS31-NVN00-2,SS,Cat Back System (Sportback),absolute,3000.0,1500,4500.0,Cat Back System Tips (Chrome Silver),※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,Cat Back System,1IF56-03-N0AS-7S,SS,Tips (Chrome Silver),absolute,3000.0,1500,4500.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,,1X-32-V0V0-8S-B5001,,Remote Control,included,0.0,,0.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,,1IF56-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,Upgrade Options,1IF56-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,(No Discount),1IF56-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
8,Standard Products,Audi,S3 8V Sportback,2013 - 2020,,,1X-31-V0V0-8S-B1001,,OBDII with Lighting Sensor,relative,290.0,,290.0,,※Downpipe and front pipe sections compatible with iPE catback system ONLY
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,0AS50-NVN00-201,SS,Cat Back System,absolute,4100.0,1500,5600.0,Cat Back System Tips (Chrome Silver),
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,Cat Back System,1AS50-03-N0AS-7S,SS,Tips (Chrome Silver),absolute,4100.0,1500,5600.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,1X-32-V0V0-8S-B5001,,Remote Control,included,0.0,,0.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,1AS50-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,1AS50-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,Upgrade Options,1AS50-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,(No Discount),1AS50-23-N0AD-7S,Ti,89mm Black Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,1AS50-23-N0AD-7S-01,Ti,89mm Red Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S4 B8/B8.5 3.0 TFSI Sedan | S5 B8/B8.5 3.0 TFSI Sportback | S5 B8/B8.5 3.0 TFSI Coupe,2008 - 2016,,,1X-31-V0V0-8S-B1001,,OBDII with Lighting Sensor,relative,290.0,,290.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,0AS40-A0N00-3,SS,Catted Downpipe ※Non-OPF Version,absolute,2000.0,1500,3500.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,Downpipe,0AS40-B0N00-3,SS,Catless Downpipe ※Non-OPF Version,absolute,1600.0,1500,3100.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,0AS40-A0NM0-3,SS,Catted Downpipe ※OPF Version,absolute,2000.0,1500,3500.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,0AS40-B0NM0-3,SS,Catless Downpipe ※OPF Version,absolute,1600.0,1500,3100.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,0AS40-NVN00-2,SS,Cat Back System ※Non-OPF Version,absolute,4600.0,1500,6100.0,Non-OPF Version Tips (Chrome Silver) Cat Back System,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,Non-OPF Version,1AS50-03-N0AS-7S,SS,Tips (Chrome Silver) Cat Back System,absolute,4600.0,1500,6100.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1X-31-E0Z0-8S-B3001,,OBDII with Lighting Sensor,included,0.0,,0.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,Upgrade Options,1AS50-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-23-N0AD-7S,Ti,89mm Black Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-23-N0AD-7S-01,Ti,89mm Red Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,0AS40-NVNM0-2,SS,Cat Back System ※OPF Version,absolute,4600.0,1500,6100.0,OPF Version Tips (Chrome Silver) Cat Back System,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,OPF Version,1AS50-03-N0AS-7S,SS,Tips (Chrome Silver) Cat Back System,absolute,4600.0,1500,6100.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1X-31-E0Z0-8S-B3001,,OBDII with Lighting Sensor,included,0.0,,0.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,Upgrade Options,1AS50-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-23-N0AD-7S,Ti,89mm Black Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S5 F5 3.0 TFSI Sportback | S4 B9 3.0 TFSI Sedan | S5 F5 3.0 TFSI Coupe,2017 - 2024,,,1AS50-23-N0AD-7S-01,Ti,89mm Red Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,0AS70-NVN00-2,SS,Cat Back System,absolute,4800.0,1500,6300.0,Cat Back System Tips (Chrome Silver),
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,Cat Back System,1AS50-03-N0AS-7S,SS,Tips (Chrome Silver),absolute,4800.0,1500,6300.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,1X-32-V0V0-8S-B5001,,Remote Control,included,0.0,,0.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,1AS50-03-N0AT-7S,SS,Tips (Titanium Blue),relative,230.0,,230.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,1AS50-03-N0AB-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,Upgrade Options,1AS50-03-N0AD-7S,SS,Tips (Carbon Fiber),relative,690.0,,690.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,(No Discount),1AS50-23-N0AD-7S,Ti,89mm Black Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,1AS50-23-N0AD-7S-01,Ti,89mm Red Mamba Tips (Carbon Fiber & Titanium),relative,690.0,,690.0,,
9,Standard Products,Audi,S6/S7 C7 4.0 TFSI Quattro,2013 - 2016,,,1X-31-V0V0-8S-B5001,,OBDII with Lighting Sensor,relative,290.0,,290.0,,
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,Downpipe,0AR30-B0N00-3,SS,Catless Downpipe,absolute,1900.0,1500,3400.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,Cat Back System,0AR32-BVN00-201,SS,Cat Back System,absolute,4400.0,1500,5900.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,,1AR30-03-N0AB-7S,SS,Tips (Chrome Black),included,0.0,,0.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,Upgrade Options,1AR30-03-N0AS-7S,SS,Tips (Chrome Silver),free,0.0,,0.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,(No Discount),1AR30-03-N0AG-7S,SS,Tips (Gold),relative,1150.0,,1150.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,,0AR30-TNVN00-2,Ti,Titanium Cat Back System,absolute,6000.0,1600,7600.0,Cat Back System,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,,1AR30-03-N0AB-7S,SS,Tips (Chrome Black),included,0.0,,0.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,Upgrade Options,1AR30-03-N0AS-7S,SS,Tips (Chrome Silver),free,0.0,,0.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.1 Sportback,2015 - 2016,,(No Discount),1AR30-03-N0AG-7S,SS,Tips (Gold),free,0.0,,0.0,,※ONLY compatible with Factory valve control system
9,Standard Products,Audi,RS3 8V.2 Sedan | RS3 8V.2 Sportback,2017 - 2021,,,0AR31-BVN00-202,SS,Cat Back System,absolute,4400.0,1500,5900.0,AUDI Cat Back System,"※Catback system ONLY, can compatible with factory cat | ※Catless front pipe can't compatible with OPF version | ※Sportback version, need to trim short the outlet pipe | ※Compatible with factory valve control system"
9,Standard Products,Audi,RS3 8V.2 Sedan | RS3 8V.2 Sportback,2017 - 2021,,,1AR30-03-N0AS-7S,SS,Tips (Chrome Black),included,0.0,,0.0,,"※Catback system ONLY, can compatible with factory cat | ※Catless front pipe can't compatible with OPF version | ※Sportback version, need to trim short the outlet pipe | ※Compatible with factory valve control system"
9,Standard Products,Audi,RS3 8V.2 Sedan | RS3 8V.2 Sportback,2017 - 2021,,,1AR30-03-N0AB-7S,SS,Tips (Chrome Silver),free,0.0,,0.0,,"※Catback system ONLY, can compatible with factory cat | ※Catless front pipe can't compatible with OPF version | ※Sportback version, need to trim short the outlet pipe | ※Compatible with factory valve control system"
9,Standard Products,Audi,RS3 8V.2 Sedan | RS3 8V.2 Sportback,2017 - 2021,,(No Discount),1AR30-03-N0AG-7S,SS,Tips (Gold),relative,1150.0,,1150.0,,"※Catback system ONLY, can compatible with factory cat | ※Catless front pipe can't compatible with OPF version | ※Sportback version, need to trim short the outlet pipe | ※Compatible with factory valve control system"
9,Standard Products,Audi,RS3 8V.2 Sedan | RS3 8V.2 Sportback,2017 - 2021,,,1X-31-V0V0-8S-B5001,,OBDII with Lighting Sensor,relative,570.0,,570.0,,"※Catback system ONLY, can compatible with factory cat | ※Catless front pipe can't compatible with OPF version | ※Sportback version, need to trim short the outlet pipe | ※Compatible with factory valve control system"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,,0AR40-A0NN0-3,SS,Catted Downpipe ※Non-OPF Version,absolute,3100.0,1500,4600.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,Downpipe,0AR40-B0NN0-3,SS,Catless Downpipe ※Non-OPF Version,absolute,1700.0,1500,3200.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,,0AR40-A0NO0-3,SS,Catted Downpipe ※OPF Version,absolute,3100.0,1500,4600.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,,0AR40-B0NO0-3,SS,Catless Downpipe ※OPF Version,absolute,1700.0,1500,3200.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,,0AR40-NVN00-2,SS,Cat Back System,absolute,5200.0,1600,6800.0,Cat Back System Tips (Chrome Silver),"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,Cat Back System,1AR40-03-N00S-7S,SS,Tips (Chrome Silver),absolute,5200.0,1600,6800.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,,1X-31-V0V0-8S-B5001,,OBDII with Lighting Sensor,included,0.0,,0.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS5 F5 Sportback | RS4 B9 Avant | RS5 F5 Coupe,2018 - 2019,,Upgrade Options (No Discount),1AR40-03-N00B-7S,SS,Tips (Chrome Black),relative,350.0,,350.0,,"※Can't compatible with factory valve control system | ※Can't compatible with 2020+ model | ※For RS5 Coupe, mid pipe inlet need to trim short | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL)"
10,Standard Products,Audi,RS6 C7,2013 - 2019,,,0AR60-NVN00-2,SS,Cat Back System,absolute,5800.0,1600,7400.0,RS6 C7 Cat Back System,※ONLY compatible with Factory valve control system
10,Standard Products,Audi,RS6 C7,2013 - 2019,,,1AR60-13-N00S-7S,SS,Tips (Chrome Silver),included,0.0,,0.0,,※ONLY compatible with Factory valve control system
10,Standard Products,Audi,RS7 C7,2013 - 2018,,Cat Back System,0AR60-NVN00-2,SS,Cat Back System,absolute,5400.0,1600,7000.0,,"※ONLY compatible with Factory valve control system | ※Use original factory tips, not compatible with RS6 tips"
10,Standard Products,Audi,RS7 C8 | RS6 C8,2020 - Current,,,0AR61-A0NN0-3,SS,Catted Downpipe ※Non-OPF Version,absolute,3800.0,1500,5300.0,,"※ONLY compatible with Factory valve control system | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL) | ※Factory tips are not compatible with iPE exhaust system"
10,Standard Products,Audi,RS7 C8 | RS6 C8,2020 - Current,,Downpipe,0AR61-B0NN0-3,SS,Catless Downpipe ※Non-OPF Version,absolute,2700.0,1500,4200.0,,"※ONLY compatible with Factory valve control system | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL) | ※Factory tips are not compatible with iPE exhaust system"
10,Standard Products,Audi,RS7 C8 | RS6 C8,2020 - Current,,,0AR61-A0NO0-3,SS,Catted Downpipe ※OPF Version,absolute,3800.0,1500,5300.0,,"※ONLY compatible with Factory valve control system | ※Changing to the OPF version model may cause CEL (check engine light), therefore will require ECU tune to eliminate CEL (NO warranty for CEL) | ※Factory tips are not compatible with iPE exhaust system"
