sku,status,old_eur,new_eur,delta_eur,delta_pct,db_slug,title
B60G35,NEW,,18.3,,,,"Silicone Hose Blue 60 degree 1,375'' (35mm)"
B60G38,NEW,,20.06,,,,"Silicone Hose Blue 60 degree 1,5'' (38mm)"
B60G41,NEW,,22.6,,,,"Silicone Hose Blue 60 degree 1,625'' (41mm)"
B60G45,NEW,,24.46,,,,"Silicone Hose Blue 60 degree 1,75'' (45mm)"
B60G48,NEW,,22.91,,,,"Silicone Hose Blue 60 degree 1,875'' (48mm)"
B60G51,NEW,,26.02,,,,"Silicone Hose Blue 60 degree 2'' (51mm)"
B60G54,NEW,,27.21,,,,"Silicone Hose Blue 60 degree 2,126'' (54mm)"
B60G57,NEW,,27.45,,,,"Silicone Hose Blue 60 degree 2,25'' (57mm)"
B60G6.5,NEW,,8.81,,,,"Silicone Hose Blue 60 degree 0,25'' (6,5mm)"
B60G60,NEW,,29.65,,,,"Silicone Hose Blue 60 degree 2,375'' (60mm)"
B60G8,NEW,,9.47,,,,"Silicone Hose Blue 60 degree 0,3125'' (8mm)"
B60G9.5,NEW,,10.9,,,,"Silicone Hose Blue 60 degree 0,375'' (9,5mm)"
B90G11,NEW,,9.81,,,,"Silicone Hose Blue 90 degree 0,43'' (11mm)"
B90G13,NEW,,10.46,,,,"Silicone Hose Blue 90 degree 0,5'' (13mm)"
B90G16,NEW,,11.35,,,,"Silicone Hose Blue 90 degree 0,625'' (16mm)"
B90G19,NEW,,11.68,,,,"Silicone Hose Blue 90 degree 0,75'' (19mm)"
B90G22,NEW,,12.34,,,,"Silicone Hose Blue 90 degree 0,875'' (22mm)"
B90G25,NEW,,13.11,,,,"Silicone Hose Blue 90 degree 1'' (25mm)"
B90G28,NEW,,13.11,,,,"Silicone Hose Blue 90 degree 1,125'' (28mm)"
B90G30,NEW,,13.11,,,,"Silicone Hose Blue 90 degree 1,18'' (30mm)"
B90G32,NEW,,13.77,,,,"Silicone Hose Blue 90 degree 1,25'' (32mm)"
B90G35,NEW,,14.33,,,,"Silicone Hose Blue 90 degree 1,375'' (35mm)"
B90G38,NEW,,15.97,,,,"Silicone Hose Blue 90 degree 1,5'' (38mm)"
B90G41,NEW,,17.95,,,,"Silicone Hose Blue 90 degree 1,625'' (41mm)"
B90G45,NEW,,19.19,,,,"Silicone Hose Blue 90 degree 1,75'' (45mm)"
B90G48,NEW,,20.27,,,,"Silicone Hose Blue 90 degree 1,875'' (48mm)"
B90G51,NEW,,20.84,,,,"Silicone Hose Blue 90 degree 2'' (51mm)"
B90G54,NEW,,22.83,,,,"Silicone Hose Blue 90 degree 2,126'' (54mm)"
B90G57,NEW,,23.49,,,,"Silicone Hose Blue 90 degree 2,25'' (57mm)"
B90G6.5,NEW,,7.48,,,,"Silicone Hose Blue 90 degree 0,25'' (6.5mm)"
B90G60,NEW,,25.01,,,,"Silicone Hose Blue 90 degree 2,375'' (60mm)"
B90G63,NEW,,26.12,,,,"Silicone Hose Blue 90 degree 2,5'' (63mm)"
B90G65,NEW,,28.76,,,,"Silicone Hose Blue 90 degree 2,56'' (65mm)"
B90G68,NEW,,28.76,,,,"Silicone Hose Blue 90 degree 2,68'' (68mm)"
B90G70,NEW,,28.76,,,,"Silicone Hose Blue 90 degree 2,75'' (70mm)"
B90G73,NEW,,29.19,,,,"Silicone Hose Blue 90 degree 2,875'' (73mm)"
B90G76,NEW,,30.09,,,,"Silicone Hose Blue 90 degree 3'' (76mm)"
B90G8,NEW,,8.39,,,,"Silicone Hose Blue 90 degree 0,3125'' (8mm)"
B90G9.5,NEW,,9.04,,,,"Silicone Hose Blue 90 degree 0,375'' (9.5mm)"
BE11,NEW,,18.61,,,,"Silicone Heater Hose Blue 0,43'' (11mm)"
BE13,NEW,,25.01,,,,"Silicone Heater Hose Blue 0,5'' (13mm)"
BE16,NEW,,29.31,,,,"Silicone Heater Hose Blue 0,625'' (16mm)"
BE4,NEW,,7.18,,,,"Silicone Heater Hose Blue 0,15'' (4mm)"
BE5,NEW,,9.15,,,,"Silicone Heater Hose Blue 0,1875'' (5mm)"
BE6.3,NEW,,12.01,,,,"Silicone Heater Hose Blue 0,25'' (6,3mm)"
BE8,NEW,,15.44,,,,"Silicone Heater Hose Blue 0,3125'' (8mm)"
BE9.5,NEW,,16.1,,,,"Silicone Heater Hose Blue 0,375'' (9,5mm)"
BEANIE-DO88,NEW,,15.45,,,,"Beanie do88. One size"
BIG-360,NEW,,4199.38,,,,"BigPack Porsche 911 Turbo (996)"
BIG-450,NEW,,4161.59,,,,"BigPack Porsche 911 Carrera (991.2)"
BLB90G13,NEW,,15.97,,,,"Silicone Hose Blue 90 degree long leg 0,5'' (13mm)"
BLB90G16,NEW,,18.74,,,,"Silicone Hose Blue 90 degree long leg 0,625'' (16mm)"
BLB90G19,NEW,,21.49,,,,"Silicone Hose Blue 90 degree long leg 0,75'' (19mm)"
BLB90G22,NEW,,24.35,,,,"Silicone Hose Blue 90 degree long leg 0,875'' (22mm)"
BLB90G25,NEW,,27.21,,,,"Silicone Hose Blue 90 degree long leg 1'' (25mm)"
BLB90G32,NEW,,29.19,,,,"Silicone Hose Blue 90 degree long leg 1,25'' (32mm)"
BLT13,NEW,,10.46,,,,"Silicone Hose Blue T 0,5'' (13mm)"
BLT16,NEW,,12.25,,,,"Silicone Hose Blue T 0,625'' (16mm)"
BLT19,NEW,,14.1,,,,"Silicone Hose Blue T 0,75'' (19mm)"
BLT22,NEW,,15.97,,,,"Silicone Hose Blue T 0,875'' (22mm)"
BLT25,NEW,,17.86,,,,"Silicone Hose Blue T 1'' (25mm)"
BLT28,NEW,,19.72,,,,"Silicone Hose Blue T 1,125'' (28mm)"
BLT30,NEW,,20.94,,,,"Silicone Hose Blue T 1,18'' (30mm)"
BLT32,NEW,,22.15,,,,"Silicone Hose Blue T 1,25'' (32mm)"
BLT35,NEW,,23.91,,,,"Silicone Hose Blue T 1,375'' (35mm)"
BLT38,NEW,,25.78,,,,"Silicone Hose Blue T 1,5'' (38mm)"
BLT41,NEW,,27.66,,,,"Silicone Hose Blue T 1,625'' (41mm)"
BR135G13-16,NEW,,18.85,,,,"Silicone Hose Blue 135 degree 0,5 - 0,625'' (13-16mm)"
BR135G13-19,NEW,,18.85,,,,"Silicone Hose Blue 135 degree 0,5 - 0,75'' (13-19mm)"
BR135G16-19,NEW,,18.85,,,,"Silicone Hose Blue 135 degree 0,625 - 0,75'' (16-19mm)"
BR135G16-25,NEW,,18.95,,,,"Silicone Hose Blue 135 degree 0,625 - 1'' (16-25mm)"
BR135G19-25,NEW,,19.94,,,,"Silicone Hose Blue 135 degree 0,75 - 1'' (19-25mm)"
BR135G25-32,NEW,,21.05,,,,"Silicone Hose Blue 135 degree 1 - 1,25'' (25-32mm)"
BR135G25-35,NEW,,21.6,,,,"Silicone Hose Blue 135 degree 1 - 1,375'' (25-35mm)"
BR135G25-38,NEW,,23.04,,,,"Silicone Hose Blue 135 degree 1 - 1,5'' (25-38mm)"
BR135G32-35,NEW,,22.6,,,,"Silicone Hose Blue 135 degree 1,25 - 1,375'' (32-35mm)"
BR135G32-38,NEW,,23.69,,,,"Silicone Hose Blue 135 degree 1,25 - 1,5'' (32-38mm)"
BR135G32-41,NEW,,25.89,,,,"Silicone Hose Blue 135 degree 1,25 - 1,625'' (32-41mm)"
BR135G32-45,NEW,,27.21,,,,"Silicone Hose Blue 135 degree 1,25 - 1,75'' (32-45mm)"
BR135G35-38,NEW,,25.12,,,,"Silicone Hose Blue 135 degree 1,375 - 1,5'' (35-38mm)"
BR135G35-41,NEW,,26.34,,,,"Silicone Hose Blue 135 degree 1,375 - 1,625'' (35-41mm)"
BR135G35-45,NEW,,27.76,,,,"Silicone Hose Blue 135 degree 1,375 - 1,75'' (35-45mm)"
BR135G35-51,NEW,,29.44,,,,"Silicone Hose Blue 135 degree 1,375 - 2'' (35-51mm)"
BR135G38-41,NEW,,26.78,,,,"Silicone Hose Blue 135 degree 1,5 - 1,625'' (38-41mm)"
BR135G38-45,NEW,,28.32,,,,"Silicone Hose Blue 135 degree 1,5 - 1,75'' (38-45mm)"
BR135G38-51,NEW,,30.54,,,,"Silicone Hose Blue 135 degree 1,5 - 2'' (38-51mm)"
BR135G41-45,NEW,,28.66,,,,"Silicone Hose Blue 135 degree 1,625 - 1,75'' (41-45mm)"
BR25G13-16,NEW,,15.65,,,,"Silicone Hose Blue 25 degree 0,5 - 0,625'' (13-16mm)"
BR25G13-19,NEW,,15.65,,,,"Silicone Hose Blue 25 degree 0,5 - 0,75'' (13-19mm)"
BR25G16-19,NEW,,15.65,,,,"Silicone Hose Blue 25 degree 0,625 - 0,75'' (16-19mm)"
BR25G16-25,NEW,,16.43,,,,"Silicone Hose Blue 25 degree 0,625 - 1'' (16-25mm)"
BR25G19-25,NEW,,16.43,,,,"Silicone Hose Blue 25 degree 0,75 - 1'' (19-25mm)"
BR25G19-32,NEW,,16.43,,,,"Silicone Hose Blue 25 degree 0,75 - 1,25'' (19-32mm)"
BR25G25-32,NEW,,17.86,,,,"Silicone Hose Blue 25 degree 1 - 1,25'' (25-32mm)"
BR25G25-35,NEW,,17.86,,,,"Silicone Hose Blue 25 degree 1 - 1,375'' (25-35mm)"
BR25G25-38,NEW,,18.61,,,,"Silicone Hose Blue 25 degree 1 - 1,5'' (25-38mm)"
BR25G32-35,NEW,,20.16,,,,"Silicone Hose Blue 25 degree 1,25 - 1,375'' (32-35mm)"
BR25G32-38,NEW,,19.06,,,,"Silicone Hose Blue 25 degree 1,25 - 1,5'' (32-38mm)"
BR25G32-41,NEW,,19.5,,,,"Silicone Hose Blue 25 degree 1,25 - 1,625'' (32-41mm)"
BR25G32-45,NEW,,20.16,,,,"Silicone Hose Blue 25 degree 1,25 - 1,75'' (32-45mm)"
BR25G35-38,NEW,,19.5,,,,"Silicone Hose Blue 25 degree 1,375 - 1,5'' (35-38mm)"
BR25G35-41,NEW,,21.05,,,,"Silicone Hose Blue 25 degree 1,375 - 1,625'' (35-41mm)"
BR25G35-45,NEW,,21.6,,,,"Silicone Hose Blue 25 degree 1,375 - 1,75'' (35-45mm)"
BR25G35-51,NEW,,23.36,,,,"Silicone Hose Blue 25 degree 1,375 - 2'' (35-51mm)"
BR25G38-41,NEW,,21.6,,,,"Silicone Hose Blue 25 degree 1,5 - 1,625'' (38-41mm)"
BR25G38-45,NEW,,22.83,,,,"Silicone Hose Blue 25 degree 1,5 - 1,75'' (38-45mm)"
BR25G38-51,NEW,,23.14,,,,"Silicone Hose Blue 25 degree 1,5 - 2'' (38-51mm)"
BR25G41-45,NEW,,23.36,,,,"Silicone Hose Blue 25 degree 1,625 - 1,75'' (41-45mm)"
BR25G41-51,NEW,,24.14,,,,"Silicone Hose Blue 25 degree 1,625 - 2'' (41-51mm)"
BR25G45-51,NEW,,25.01,,,,"Silicone Hose Blue 25 degree 1,75 - 2'' (45-51mm)"
BR25G45-63,NEW,,27.99,,,,"Silicone Hose Blue 25 degree 1,75 - 2,5'' (45-63mm)"
BR25G51-57,NEW,,27.34,,,,"Silicone Hose Blue 25 degree 2 - 2,25'' (51 - 57mm)"
BR25G51-60,NEW,,27.99,,,,"Silicone Hose Blue 25 degree 2 - 2,375'' (51 - 60mm)"
BR25G51-63,NEW,,28.99,,,,"Silicone Hose Blue 25 degree 2 - 2,5'' (51 - 63mm)"
BR25G51-70,NEW,,29.75,,,,"Silicone Hose Blue 25 degree 2 - 2,75'' (51 - 70mm)"
BR45G13-16,NEW,,13.77,,,,"Silicone Hose Blue 45 degree 0,5 - 0,625'' (13-16mm)"
BR45G13-19,NEW,,13.77,,,,"Silicone Hose Blue 45 degree 0,5 - 0,75'' (13-19mm)"
BR45G16-19,NEW,,13.77,,,,"Silicone Hose Blue 45 degree 0,625 - 0,75'' (16-19mm)"
BR45G16-25,NEW,,14.33,,,,"Silicone Hose Blue 45 degree 0,625 - 1'' (16-25mm)"
BR45G19-25,NEW,,14.33,,,,"Silicone Hose Blue 45 degree 0,75 - 1'' (19-25mm)"
BR45G19-32,NEW,,14.33,,,,"Silicone Hose Blue 45 degree 0,75 - 1,25'' (19-32mm)"
BR45G25-32,NEW,,15.97,,,,"Silicone Hose Blue 45 degree 1 - 1,25'' (25-32mm)"
BR45G25-35,NEW,,15.97,,,,"Silicone Hose Blue 45 degree 1 - 1,375'' (25-35mm)"
BR45G25-38,NEW,,16.51,,,,"Silicone Hose Blue 45 degree 1 - 1,5'' (25-38mm)"
BR45G32-35,NEW,,17.86,,,,"Silicone Hose Blue 45 degree 1,25 - 1,375'' (32-35mm)"
BR45G32-38,NEW,,16.99,,,,"Silicone Hose Blue 45 degree 1,25 - 1,5'' (32-38mm)"
BR45G32-41,NEW,,17.2,,,,"Silicone Hose Blue 45 degree 1,25 - 1,625'' (32-41mm)"
BR45G32-45,NEW,,17.86,,,,"Silicone Hose Blue 45 degree 1,25 - 1,75'' (32-45mm)"
BR45G35-38,NEW,,17.2,,,,"Silicone Hose Blue 45 degree 1,375 - 1,5'' (35-38mm)"
BR45G35-41,NEW,,18.61,,,,"Silicone Hose Blue 45 degree 1,375 - 1,625'' (35-41mm)"
BR45G35-45,NEW,,19.06,,,,"Silicone Hose Blue 45 degree 1,375 - 1,75'' (35-45mm)"
BR45G35-51,NEW,,20.84,,,,"Silicone Hose Blue 45 degree 1,375 - 2'' (35-51mm)"
BR45G38-41,NEW,,19.06,,,,"Silicone Hose Blue 45 degree 1,5 - 1,625'' (38-41mm)"
BR45G38-45,NEW,,20.27,,,,"Silicone Hose Blue 45 degree 1,5 - 1,75'' (38-45mm)"
BR45G38-51,NEW,,20.61,,,,"Silicone Hose Blue 45 degree 1,5 - 2'' (38-51mm)"
BR45G41-45,NEW,,20.84,,,,"Silicone Hose Blue 45 degree 1,625 - 1,75'' (41-45mm)"
BR45G41-51,NEW,,21.4,,,,"Silicone Hose Blue 45 degree 1,625 - 2'' (41-51mm)"
BR45G45-51,NEW,,22.26,,,,"Silicone Hose Blue 45 degree 1,75 - 2'' (45-51mm)"
BR45G45-63,NEW,,25.01,,,,"Silicone Hose Blue 45 degree 1,75 - 2,5'' (45-63mm)"
BR45G51-57,NEW,,24.14,,,,"Silicone Hose Blue 45 degree 2 - 2,25'' (51 - 57mm)"
BR45G51-60,NEW,,25.01,,,,"Silicone Hose Blue 45 degree 2 - 2,375'' (51 - 60mm)"
BR45G51-63,NEW,,25.58,,,,"Silicone Hose Blue 45 degree 2 - 2,5'' (51 - 63mm)"
BR45G51-70,NEW,,26.24,,,,"Silicone Hose Blue 45 degree 2 - 2,75'' (51 - 70mm)"
BR45G51-76,NEW,,27.66,,,,"Silicone Hose Blue 45 degree 2 - 3'' (51 - 76mm)"
BR45G57-63,NEW,,28.32,,,,"Silicone Hose Blue 45 degree 2,25 - 2,5'' (57 - 63mm)"
BR45G57-70,NEW,,28.66,,,,"Silicone Hose Blue 45 degree 2,25 - 2,75'' (57 - 70mm)"
BR45G57-76,NEW,,29.19,,,,"Silicone Hose Blue 45 degree 2,25 - 3'' (57 - 76mm)"
BR45G60-63,NEW,,27.76,,,,"Silicone Hose Blue 45 degree 2,375 - 2,5'' (60 - 63mm)"
BR45G60-70,NEW,,28.32,,,,"Silicone Hose Blue 45 degree 2,375 - 2,75'' (60 - 70mm)"
BR45G60-76,NEW,,29.65,,,,"Silicone Hose Blue 45 degree 2,375 - 3'' (60 - 76mm)"
BR45G60-80,NEW,,30.43,,,,"Silicone Hose Blue 45 degree 2,375 - 3,125'' (60 - 80mm)"
BR45G60-83,NEW,,30.43,,,,"Silicone Hose Blue 45 degree 2,375 - 3,25'' (60-83mm)"
BR45G63-70,NEW,,29.19,,,,"Silicone Hose Blue 45 degree 2,5 - 2,75'' (63 - 70mm)"
BR45G63-76,NEW,,30.09,,,,"Silicone Hose Blue 45 degree 2,5 - 3'' (63 - 76mm)"
BR45G63-83,NEW,,30.96,,,,"Silicone Hose Blue 45 degree 2,5 - 3,25'' (63-83mm)"
BR45G70-76,NEW,,30.64,,,,"Silicone Hose Blue 45 degree 2,75 - 3'' (70 - 76mm)"
BR45G76-80,NEW,,30.64,,,,"Silicone Hose Blue 45 degree 3 - 3,125'' (76 - 80mm)"
BR60G13-16,NEW,,15.65,,,,"Silicone Hose Blue 60 degree 0,5 - 0,625'' (13-16mm)"
BR60G13-19,NEW,,15.65,,,,"Silicone Hose Blue 60 degree 0,5 - 0,75'' (13-19mm)"
BR60G16-19,NEW,,15.65,,,,"Silicone Hose Blue 60 degree 0,625 - 0,75'' (16-19mm)"
BR60G16-25,NEW,,16.43,,,,"Silicone Hose Blue 60 degree 0,625 - 1'' (16-25mm)"
BR60G19-25,NEW,,16.43,,,,"Silicone Hose Blue 60 degree 0,75 - 1'' (19-25mm)"
BR60G19-32,NEW,,16.43,,,,"Silicone Hose Blue 60 degree 0,75 - 1,25'' (19-32mm)"
BR60G25-32,NEW,,17.86,,,,"Silicone Hose Blue 60 degree 1 - 1,25'' (25-32mm)"
BR60G25-35,NEW,,17.86,,,,"Silicone Hose Blue 60 degree 1 - 1,375'' (25-35mm)"
BR60G25-38,NEW,,18.61,,,,"Silicone Hose Blue 60 degree 1 - 1,5'' (25-38mm)"
BR60G32-35,NEW,,20.16,,,,"Silicone Hose Blue 60 degree 1,25 - 1,375'' (32-35mm)"
BR60G32-38,NEW,,19.06,,,,"Silicone Hose Blue 60 degree 1,25 - 1,5'' (32-38mm)"
BR60G32-41,NEW,,19.5,,,,"Silicone Hose Blue 60 degree 1,25 - 1,625'' (32-41mm)"
BR60G32-45,NEW,,20.16,,,,"Silicone Hose Blue 60 degree 1,25 - 1,75'' (32-45mm)"
BR60G35-38,NEW,,19.5,,,,"Silicone Hose Blue 60 degree 1,375 - 1,5'' (35-38mm)"
BR60G35-41,NEW,,21.05,,,,"Silicone Hose Blue 60 degree 1,375 - 1,625'' (35-41mm)"
BR60G35-45,NEW,,21.6,,,,"Silicone Hose Blue 60 degree 1,375 - 1,75'' (35-45mm)"
BR60G35-51,NEW,,23.36,,,,"Silicone Hose Blue 60 degree 1,375 - 2'' (35-51mm)"
BR60G38-41,NEW,,21.6,,,,"Silicone Hose Blue 60 degree 1,5 - 1,625'' (38-41mm)"
BR60G38-51,NEW,,23.14,,,,"Silicone Hose Blue 60 degree 1,5 - 2'' (38-51mm)"
BR60G41-45,NEW,,23.36,,,,"Silicone Hose Blue 60 degree 1,625 - 1,75'' (41-45mm)"
BR60G41-51,NEW,,24.14,,,,"Silicone Hose Blue 60 degree 1,625 - 2'' (41-51mm)"
BR60G45-51,NEW,,25.01,,,,"Silicone Hose Blue 60 degree 1,75 - 2'' (45-51mm)"
BR60G45-63,NEW,,27.99,,,,"Silicone Hose Blue 60 degree 1,75 - 2,5'' (45-63mm)"
BR60G51-57,NEW,,27.34,,,,"Silicone Hose Blue 60 degree 2 - 2,25'' (51 - 57mm)"
BR60G51-60,NEW,,27.99,,,,"Silicone Hose Blue 60 degree 2 - 2,375'' (51 - 60mm)"
BR60G51-63,NEW,,28.99,,,,"Silicone Hose Blue 60 degree 2 - 2,5'' (51 - 63mm)"
BR60G51-70,NEW,,29.75,,,,"Silicone Hose Blue 60 degree 2 - 2,75'' (51 - 70mm)"
BR90G13-16,NEW,,13.77,,,,"Silicone Hose Blue 90 degree 0,5 - 0,625'' (13-16mm)"
BR90G13-19,NEW,,13.77,,,,"Silicone Hose Blue 90 degree 0,5 - 0,75'' (13-19mm)"
BR90G16-19,NEW,,13.77,,,,"Silicone Hose Blue 90 degree 0,625 - 0,75'' (16-19mm)"
BR90G16-25,NEW,,14.33,,,,"Silicone Hose Blue 90 degree 0,625 - 1'' (16-25mm)"
BR90G19-25,NEW,,14.33,,,,"Silicone Hose Blue 90 degree 0,75 - 1'' (19 - 25mm)"
BR90G19-32,NEW,,15.97,,,,"Silicone Hose Blue 90 degree 0,75 - 1,25'' (19-32mm)"
BR90G25-28,NEW,,15.97,,,,"Silicone Hose Blue 90 degree 1 - 1,125'' (25-28mm)"
BR90G25-32,NEW,,15.97,,,,"Silicone Hose Blue 90 degree 1 - 1,25'' (25-32mm)"
BR90G25-35,NEW,,15.97,,,,"Silicone Hose Blue 90 degree 1 - 1,375'' (25 - 35mm)"
BR90G25-38,NEW,,16.51,,,,"Silicone Hose Blue 90 degree 1 - 1,5'' (25 - 38mm)"
BR90G32-35,NEW,,16.21,,,,"Silicone Hose Blue 90 degree 1,25 - 1,375'' (32 - 35mm)"
BR90G32-38,NEW,,16.99,,,,"Silicone Hose Blue 90 degree 1,25 - 1,5'' (32 - 38mm)"
BR90G32-41,NEW,,17.2,,,,"Silicone Hose Blue 90 degree 1,25 - 1,625'' (32-41mm)"
BR90G32-45,NEW,,17.86,,,,"Silicone Hose Blue 90 degree 1,25 - 1,75'' (32-45mm)"
BR90G35-38,NEW,,17.2,,,,"Silicone Hose Blue 90 degree 1,375 - 1,5'' (35 - 38mm)"
BR90G35-41,NEW,,18.61,,,,"Silicone Hose Blue 90 degree 1,375 - 1,625'' (35-41mm)"
BR90G35-45,NEW,,19.06,,,,"Silicone Hose Blue 90 degree 1,375 - 1,75'' (35-45mm)"
BR90G35-51,NEW,,20.16,,,,"Silicone Hose Blue 90 degree 1,375 - 2'' (35 - 51mm)"
BR90G38-41,NEW,,19.06,,,,"Silicone Hose Blue 90 degree 1,5 - 1,625'' (38-41mm)"
BR90G38-45,NEW,,20.16,,,,"Silicone Hose Blue 90 degree 1,5 - 1,75'' (38 - 45mm)"
BR90G38-51,NEW,,20.61,,,,"Silicone Hose Blue 90 degree 1,5 - 2'' (38 - 51mm)"
BR90G41-45,NEW,,20.84,,,,"Silicone Hose Blue 90 degree 1,625 - 1,75'' (41-45mm)"
BR90G41-51,NEW,,21.4,,,,"Silicone Hose Blue 90 degree 1,625 - 2'' (41 - 51mm)"
BR90G45-51,NEW,,22.26,,,,"Silicone Hose Blue 90 degree 1,75 - 2'' (45 - 51mm)"
BR90G45-63,NEW,,25.01,,,,"Silicone Hose Blue 90 degree 1,75 - 2,5'' (45-63mm)"
BR90G48-54,NEW,,23.49,,,,"Silicone Hose Blue 90 degree 1,875 - 2,125'' (48-54mm)"
BR90G51-54,NEW,,24.14,,,,"Silicone Hose Blue 90 degree 2 - 2,125'' (51 - 54mm)"
BR90G51-57,NEW,,24.14,,,,"Silicone Hose Blue 90 degree 2 - 2,25'' (51 - 57mm)"
BR90G51-60,NEW,,25.01,,,,"Silicone Hose Blue 90 degree 2 - 2,375'' (51 - 60mm)"
BR90G51-63,NEW,,25.58,,,,"Silicone Hose Blue 90 degree 2 - 2,5'' (51 - 63mm)"
BR90G51-70,NEW,,26.24,,,,"Silicone Hose Blue 90 degree 2 - 2,75'' (51 - 70mm)"
BR90G51-76,NEW,,27.66,,,,"Silicone Hose Blue 90 degree 2 - 3'' (51 - 76mm)"
BR90G54-63,NEW,,27.1,,,,"Silicone Hose Blue 90 degree 2,125 - 2,5'' (54 - 63mm)"
BR90G57-63,NEW,,27.1,,,,"Silicone Hose Blue 90 degree 2,25 - 2,5'' (57 - 63mm)"
BR90G57-70,NEW,,29.31,,,,"Silicone Hose Blue 90 degree 2,25 - 2,75'' (57 - 70mm)"
BR90G57-76,NEW,,29.19,,,,"Silicone Hose Blue 90 degree 2,25 - 3'' (57 - 76mm)"
BR90G60-63,NEW,,27.66,,,,"Silicone Hose Blue 90 degree 2,375 - 2,5'' (60 - 63mm)"
BR90G60-70,NEW,,28.32,,,,"Silicone Hose Blue 90 degree 2,375 - 2,75'' (60 - 70mm)"
BR90G60-76,NEW,,29.98,,,,"Silicone Hose Blue 90 degree 2,375 - 3'' (60 - 76mm)"
BR90G60-80,NEW,,29.98,,,,"Silicone Hose Blue 90 degree 2,375 - 3,125'' (60 - 80mm)"
BR90G60-83,NEW,,30.43,,,,"Silicone Hose Blue 90 degree 2,375 - 3,25'' (60-83mm)"
BR90G63-70,NEW,,29.19,,,,"Silicone Hose Blue 90 degree 2,5 - 2,75'' (63 - 70mm)"
BR90G63-76,NEW,,30.19,,,,"Silicone Hose Blue 90 degree 2,5 - 3'' (63 - 76mm)"
BR90G63-80,NEW,,30.43,,,,"Silicone Hose Blue 90 degree 2,5 - 3,125'' (63-80mm)"
BR90G63-83,NEW,,30.96,,,,"Silicone Hose Blue 90 degree 2,5 - 3,25'' (63-83mm)"
BR90G70-76,NEW,,30.96,,,,"Silicone Hose Blue 90 degree 2,75 - 3'' (70 - 76mm)"
BV-10AL,NEW,,13.39,,,,"One way non return valve for 10mm hose, Aluminium"
BV-6AL,NEW,,12.36,,,,"One way non return valve for 6mm hose, Aluminium"
BV-8AL,NEW,,12.88,,,,"One way non return valve for 8mm hose, Aluminium"
C102,NEW,,17.52,,,,"Silicone Hose Blue Coupler 4'' (102mm)"
C108,NEW,,20.94,,,,"Silicone Hose Blue Coupler 4,25'' (108mm)"
C11,NEW,,4.84,,,,"Silicone Hose Blue Coupler 0,43'' (11mm)"
C114,NEW,,21.49,,,,"Silicone Hose Blue Coupler 4,5'' (114mm)"
C13,NEW,,5.4,,,,"Silicone Hose Blue Coupler 0,5'' (13mm)"
C16,NEW,,5.4,,,,"Silicone Hose Blue Coupler 0,625'' (16mm)"
C19,NEW,,6.29,,,,"Silicone Hose Blue Coupler 0,75'' (19mm)"
C22,NEW,,6.29,,,,"Silicone Hose Blue Coupler 0,875'' (22mm)"
C25,NEW,,6.29,,,,"Silicone Hose Blue Coupler 1'' (25mm)"
C28,NEW,,7.05,,,,"Silicone Hose Blue Coupler 1,125'' (28mm)"
C30,NEW,,7.05,,,,"Silicone Hose Blue Coupler 1,18'' (30mm)"
C32,NEW,,7.05,,,,"Silicone Hose Blue Coupler 1,25'' (32mm)"
C35,NEW,,7.61,,,,"Silicone Hose Blue Coupler 1,375'' (35mm)"
C38,NEW,,8.49,,,,"Silicone Hose Blue Coupler 1,5'' (38mm)"
C41,NEW,,9.7,,,,"Silicone Hose Blue Coupler 1,625'' (41mm)"
C45,NEW,,10.46,,,,"Silicone Hose Blue Coupler 1,75'' (45mm)"
C48,NEW,,11.24,,,,"Silicone Hose Blue Coupler 1,875'' (48mm)"
C51,NEW,,11.24,,,,"Silicone Hose Blue Coupler 2'' (51mm)"
C54,NEW,,11.24,,,,"Silicone Hose Blue Coupler 2,125'' (54mm)"
C57,NEW,,11.24,,,,"Silicone Hose Blue Coupler 2,25'' (57mm)"
C6.5,NEW,,3.64,,,,"Silicone Hose Blue Coupler 0,25'' (6,5mm)"
C60,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,375'' (60mm)"
C63,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,5'' (63mm)"
C65,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,56'' (65mm)"
C68,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,68'' (68mm)"
C70,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,75'' (70mm)"
C73,NEW,,11.79,,,,"Silicone Hose Blue Coupler 2,875'' (73mm)"
C76,NEW,,11.79,,,,"Silicone Hose Blue Coupler 3'' (76mm)"
C8,NEW,,4.19,,,,"Silicone Hose Blue Coupler 0,3125'' (8mm)"
C80,NEW,,13.88,,,,"Silicone Hose Blue Coupler 3,125'' (80mm)"
C83,NEW,,15.44,,,,"Silicone Hose Blue Coupler 3,25'' (83mm)"
C89,NEW,,16.1,,,,"Silicone Hose Blue Coupler 3,5'' (89mm)"
C9.5,NEW,,4.19,,,,"Silicone Hose Blue Coupler 0,375'' (9,5mm)"
C95,NEW,,16.64,,,,"Silicone Hose Blue Coupler 3,75'' (95mm)"
CAP10S,NEW,,3.19,,,,"Siliconecap 10mm Black"
CAP12S,NEW,,3.3,,,,"Siliconecap 12mm Black"
