Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,body (product.metafields.custom.body),brand (product.metafields.custom.brand),custom_price_eur (product.metafields.custom.custom_price_eur),model (product.metafields.custom.model),price_eur (product.metafields.custom.price_eur),vehicle (product.metafields.custom.vehicle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Дополняющие товары (product.metafields.shopify--discovery--product_recommendation.complementary_products),Сопутствующие товары (product.metafields.shopify--discovery--product_recommendation.related_products),Настройки сопутствующих товаров (product.metafields.shopify--discovery--product_recommendation.related_products_display),Продвижение товаров в поиске (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
urb-spo-26006220-v1,Задній спойлер Range Rover L461 з ABS пластику,"<p>Задній спойлер Range Rover L461 з АБС-пластику розроблений для поліпшення аеродинамічного профілю та візуальної привабливості вашого розкішного SUV. Розроблений для платформи Range Rover L461, цей задній спойлер покращує стиль задньої частини автомобіля, зберігаючи вишуканий характер, що визначає дизайн Range Rover.</p><p>Виготовлений з високоякісного АБС-пластику, цей спойлер забезпечує ідеальний баланс між міцністю та економією ваги. Точно відлитий дизайн забезпечує бездоганну інтеграцію з існуючими лініями кузова вашого автомобіля, створюючи заводський вигляд, який підкреслює імпозантну присутність Range Rover на дорозі, не поступаючись його вишуканою елегантністю.</p><p><br>Основні характеристики:<br></p><ul>
<li>Високоякісна конструкція з АБС-пластику для оптимальної міцності та збереження покриття</li>
<li>Конструкція, розроблена спеціально для автомобіля, для точного кріплення на платформі L461</li>
<li>Погодостійкі матеріали, здатні витримувати щоденні умови експлуатації</li>
<li>Чистий аеродинамічний профіль, що покращує візуальну привабливість задньої частини</li>
</ul><p><br>В комплекті<br></p><ul>
<li>Задній спойлер з АБС-пластику</li>
<li>Кріпильні деталі та компоненти для монтажу</li>
</ul><p><br>Вишуканий дизайн. Спеціально розроблений для Range Rover L461.<br></p>",Urban,,Spoilers,"Land Rover, Range Rover Sport L461, Spoilers, Urban Automotive",true,Title,Default Title,,,,,,,,URB-SPO-26006220-V1,1000.0,,0,continue,manual,56160.00,,true,true,,,,,440-0299,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_1.png?v=1770387672,1,Задній спойлер Range Rover L461 з ABS пластику,false,,Задній спойлер Range Rover L461 з ABS пластику. URBAN Automotive для Land Rover Range Rover Sport L461. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,"Задній спойлер Range Rover L461 з АБС-пластику розроблений для поліпшення аеродинамічного профілю та візуальної привабливості вашого розкішного SUV. Розроблений для платформи Range Rover L461, цей задній спойлер покращує стиль задньої частини автомобіля, зберігаючи вишуканий характер, що визначає дизайн Range Rover.Виготовлений з високоякісного АБС-пластику, цей спойлер забезпечує ідеальний баланс між міцністю та економією ваги. Точно відлитий дизайн забезпечує бездоганну інтеграцію з існуючими лініями кузова вашого автомобіля, створюючи заводський вигляд, який підкреслює імпозантну присутність Range Rover на дорозі, не поступаючись його вишуканою елегантністю.Основні характеристики: Високоякісна конструкція з АБС-пластику для оптимальної міцності та збереження покриття Конструкція, розроб",Land Rover,'750.0,Range Rover Sport L461,750.0,Land Rover Range Rover Sport L461,,,,,,,kg,,750.00,active
urb-spo-26006220-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_3.png?v=1770387672,2,Задній спойлер Range Rover L461 з ABS пластику,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-spo-26006220-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_2_af7b7a9b-ba9b-4125-bf15-ce756ae83d7c.png?v=1770387672,3,Задній спойлер Range Rover L461 з ABS пластику,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-spo-26006220-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_4.png?v=1770387671,4,Задній спойлер Range Rover L461 з ABS пластику,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-spo-26006220-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_5.png?v=1770387671,5,Задній спойлер Range Rover L461 з ABS пластику,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-spo-26006220-v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/440-0299_L461_20Sport_20-_20Rear_20Spoiler_20-_20Gloss_20Black_6.png?v=1770387671,6,Задній спойлер Range Rover L461 з ABS пластику,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urb-flo-25353125-v1,"Набір килимків для підлоги Land Rover Defender 110/130 URBAN - задній, комерційний","<p>Комплект килимків Land Rover Defender 110/130 URBAN – задній, комерційний, розроблений для забезпечення чудового захисту та професійного вигляду комерційних автомобілів Defender. Ця система килимків для задньої частини салону, розроблена спеціально для моделей Defender 110 та 130, забезпечує підвищену міцність та легкість догляду, зберігаючи при цьому міцний зовнішній вигляд, що є характерною рисою платформи Defender.</p><p>Салон комерційних автомобілів потребує захисту, який витримує інтенсивне використання, часте входження та виходження, а також складні умови. Цей комплект килимків розроблений для професійного використання, зберігаючи при цьому цінність та зовнішній вигляд салону Defender.</p><p><br>Основні характеристики:<br></p><ul>
<li>Міцна конструкція, розроблена для потреб комерційних автомобілів</li>
<li>Спеціальна конструкція, розроблена для задньої частини Defender 110/130</li>
<li>Легко очищувана поверхня, стійка до зносу та забруднень</li>
<li>Професійний вигляд, що доповнює естетику комерційного автомобіля</li>
</ul><p><br>Включає:<br></p><ul>
<li>Комплект задніх килимків для комерційної конфігурації</li>
<li>Кріпильні точки та система фіксації, розроблені спеціально для автомобіля</li>
</ul><p><br>Міцна конструкція для комерційної експлуатації Defender.<br></p>",Urban,,Floor Mats,"Defender 110, Floor Mats, Land Rover, Urban Automotive",true,Title,Default Title,,,,,,,,URB-FLO-25353125-V1,1000.0,,999,continue,manual,6739.20,,true,true,,,,,540-0052,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_e7737776-ed0e-4865-8e09-feebb9530dc9.png?v=1770387670,1,Urban Automotive — зображення скоро з'явиться,false,Набір килимків для підлоги Land Rover Defender 110/130 URBAN,Набір килимків для підлоги Land Rover Defender 110/130 URBAN. URBAN Automotive для Land Rover Defender 110. Офіційний дилер в Україні.,,,,,,,,,,,,"Комплект килимків Land Rover Defender 110/130 URBAN – задній, комерційний, розроблений для забезпечення чудового захисту та професійного вигляду комерційних автомобілів Defender. Ця система килимків для задньої частини салону, розроблена спеціально для моделей Defender 110 та 130, забезпечує підвищену міцність та легкість догляду, зберігаючи при цьому міцний зовнішній вигляд, що є характерною рисою платформи Defender.Салон комерційних автомобілів потребує захисту, який витримує інтенсивне використання, часте входження та виходження, а також складні умови. Цей комплект килимків розроблений для професійного використання, зберігаючи при цьому цінність та зовнішній вигляд салону Defender.Основні характеристики: Міцна конструкція, розроблена для потреб комерційних автомобілів Спеціальна констру",Land Rover,'90.0,Defender 110,90.0,Land Rover Defender 110,,,,,,,kg,,90.00,active
urb-ven-25353074-v1,"Накладка на бокові вентиляційні отвори Range Rover L494 Visual Carbon Fibre (SVR, 2013-2017)","<p>Накладка на бічні вентиляційні отвори Range Rover L494 з візуальним ефектом карбону розроблена для підкреслення агресивного стилю вашої моделі SVR. Ця накладка, розроблена для автомобілів Range Rover L494 2013-2017 років випуску, забезпечує виразний ефект карбону, зберігаючи при цьому якість установки та обробки на рівні оригінальних деталей.</p><p>Ця накладка, виготовлена з високою точністю, щоб доповнити імпозантний вигляд Range Rover, перетворює заводські бічні вентиляційні отвори, надаючи їм вигляд високоякісного вуглецевого волокна. Спроектована з ювелірною точністю для ентузіастів, які вимагають розкішного та потужного стилю без шкоди для вишуканого характеру автомобіля.</p><p><br>Основні характеристики:<br></p><ul>
<li>Візуальна конструкція з вуглецевого волокна для автентичного вигляду автоспорту</li>
<li>Конструкція прямого кріплення, розроблена спеціально для моделей L494 SVR</li>
<li>Професійне покриття, стійке до УФ-випромінювання та атмосферних впливів</li>
<li>Безшовна інтеграція з заводським дизайном вентиляційних отворів</li>
</ul><p><br>Включає:<br></p><ul>
<li>Накладка на бічні вентиляційні отвори з вуглецевого волокна</li>
<li>Кріпильні деталі та компоненти для монтажу</li>
</ul><p><br>Підвищіть престиж вашого Range Rover. Створено для вимогливих власників SVR.<br></p>",Urban,,Vents,"Land Rover, Range Rover Sport L494, Urban Automotive, Vents",true,Title,Default Title,,,,,,,,URB-VEN-25353074-V1,1000.0,,999,continue,manual,45302.40,,true,true,,,,,DISC,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_b8d4fd25-a5f1-4118-a349-64e1e31f2825.png?v=1770387669,1,Urban Automotive — зображення скоро з'явиться,false,Накладка на бокові вентиляційні отвори Range Rover L494 Visual,Накладка на бокові вентиляційні отвори Range Rover L494 Visual. URBAN Automotive для Land Rover Range Rover Sport L494. Офіційний дилер в Україні.,,,,,,,,,,,,"Накладка на бічні вентиляційні отвори Range Rover L494 з візуальним ефектом карбону розроблена для підкреслення агресивного стилю вашої моделі SVR. Ця накладка, розроблена для автомобілів Range Rover L494 2013-2017 років випуску, забезпечує виразний ефект карбону, зберігаючи при цьому якість установки та обробки на рівні оригінальних деталей.Ця накладка, виготовлена з високою точністю, щоб доповнити імпозантний вигляд Range Rover, перетворює заводські бічні вентиляційні отвори, надаючи їм вигляд високоякісного вуглецевого волокна. Спроектована з ювелірною точністю для ентузіастів, які вимагають розкішного та потужного стилю без шкоди для вишуканого характеру автомобіля.Основні характеристики: Візуальна конструкція з вуглецевого волокна для автентичного вигляду автоспорту Конструкція прямого кріплення, розроблена",Land Rover,'605.0,Range Rover Sport L494,605.0,Land Rover Range Rover Sport L494,,,,,,,kg,,605.00,active
urb-ven-25353133-v1,Land Rover Defender OCTA URBAN Best of British Бічні вентиляційні отвори - візуальна вставка з рубленого вуглецевого волокна,"<p>Бічні вентиляційні отвори Land Rover Defender OCTA URBAN Best of British з візуальною вставкою з подрібненого вуглецевого волокна розроблені для підкреслення агресивного стилю вашого Defender OCTA. Створені для найпотужнішого Land Rover, який коли-небудь будувався, ці преміальні бічні вентиляційні отвори надають автомобілю виразну британську естетику, зберігаючи при цьому міцний характер, який визначає лінійку Defender.</p><p>Ці ретельно виготовлені бічні вентиляційні отвори мають фірмову технологію Urban з візуальною вставкою з подрібненого вуглецевого волокна, що поєднує традиційні британські елементи дизайну з сучасними високоякісними матеріалами. Колекція Best of British вшановує спадщину та майстерність, які зробили Land Rover легендарним, додаючи сучасний візуальний ефект, що доповнює безкомпромісні характеристики OCTA.</p><p><br>Основні характеристики:<br></p><ul>
<li>Візуальна конструкція з вставками з подрібненого вуглецевого волокна для преміальної естетики</li>
<li>Конструкція прямого кріплення, розроблена спеціально для моделей Defender OCTA</li>
<li>Міцні матеріали, здатні витримувати екстремальні умови</li>
<li>Стиль Best of British, що вшановує спадщину Land Rover</li>
</ul><p><br>Включає:<br></p><ul>
<li>Пара бічних вентиляційних отворів з вставками з вуглецевого волокна</li>
<li>Кріпильні елементи та монтажні аксесуари</li>
</ul><p><br>Британська спадщина поєднується з сучасною продуктивністю. Створено для Defender OCTA.<br></p>",Urban,,Vents,"Defender, Land Rover, Urban Automotive, Vents",true,Title,Default Title,,,,,,,,URB-VEN-25353133-V1,1000.0,,999,continue,manual,67017.60,,true,true,,,,,050-0183,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_19672065-4898-47f0-b9d8-53acedad1426.png?v=1770387668,1,Urban Automotive — зображення скоро з'явиться,false,Land Rover Defender OCTA URBAN Best of British Бічні вентиляційні,Land Rover Defender OCTA URBAN Best of British Бічні. URBAN Automotive для Land Rover Defender. Офіційний дилер в Україні.,,,,,,,,,,,,"Бічні вентиляційні отвори Land Rover Defender OCTA URBAN Best of British з візуальною вставкою з подрібненого вуглецевого волокна розроблені для підкреслення агресивного стилю вашого Defender OCTA. Створені для найпотужнішого Land Rover, який коли-небудь будувався, ці преміальні бічні вентиляційні отвори надають автомобілю виразну британську естетику, зберігаючи при цьому міцний характер, який визначає лінійку Defender.Ці ретельно виготовлені бічні вентиляційні отвори мають фірмову технологію Urban з візуальною вставкою з подрібненого вуглецевого волокна, що поєднує традиційні британські елементи дизайну з сучасними високоякісними матеріалами. Колекція Best of British вшановує спадщину та майстерність, які зробили Land Rover легендарним, додаючи сучасний візуальний ефект, що доповнює безко",Land Rover,'895.0,Defender,895.0,Land Rover Defender,,,,,,,kg,,895.00,active
urb-spo-25358145-v1,Верхній задній спойлер Rolls Royce Cullinan серії 1 та 2 в зборі з карбонового волокна,"<p>Верхній задній спойлер Urban Rolls Royce Cullinan Series 1 &amp; 2 з візуальним карбоновим покриттям розроблений для підкреслення імпозантного вигляду вашого розкішного SUV. Цей аеродинамічний компонент, розроблений для моделей Cullinan Series 1 і 2, забезпечує вишукане поліпшення стилю, зберігаючи витончений характер автомобіля.</p><p>Цей точно виготовлений спойлер змінює профіль задньої частини автомобіля, надаючи йому сучасного автоспортивного вигляду. Візуальне карбонове покриття забезпечує автентичну текстуру і глибину справжнього карбону, а також надзвичайну міцність для щоденного розкішного водіння. Цей спойлер, розроблений для бездоганної інтеграції з характерним дизайном Cullinan, додає автомобілю рішучої агресивності, не порушуючи його елегантних пропорцій.</p><p><br>Основні характеристики:<br></p><ul>
<li>Візуальна конструкція з вуглецевого волокна з автентичним візерунком плетіння</li>
<li>Дизайн, що безпосередньо підходить для моделей Cullinan серій 1 і 2</li>
<li>Погодостійке покриття, розроблене для довготривалої міцності</li>
<li>Покращує аеродинаміку задньої частини, зберігаючи розкішну естетику</li>
</ul><p><br>В комплекті:<br></p><ul>
<li>Верхній задній спойлер</li>
<li>Кріпильні деталі та компоненти для монтажу</li>
</ul><p><br>Нове визначення розкішної продуктивності. Створено для вимогливих власників Cullinan.<br></p>",Urban,,Spoilers,"Cullinan, Rolls-Royce, Spoilers, Urban Automotive",true,Title,Default Title,,,,,,,,URB-SPO-25358145-V1,1000.0,,999,continue,manual,576576.00,,true,true,,,,,470-0017,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_4070ee73-ebc5-4033-8686-5395cd5e0c7a.png?v=1770387668,1,Urban Automotive — зображення скоро з'явиться,false,Верхній задній спойлер Rolls Royce Cullinan серії 1 та 2 в зборі з,Верхній задній спойлер Rolls Royce Cullinan серії 1 та 2 в зборі з. URBAN Automotive для Rolls-Royce Cullinan. Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,"Верхній задній спойлер Urban Rolls Royce Cullinan Series 1 &amp; 2 з візуальним карбоновим покриттям розроблений для підкреслення імпозантного вигляду вашого розкішного SUV. Цей аеродинамічний компонент, розроблений для моделей Cullinan Series 1 і 2, забезпечує вишукане поліпшення стилю, зберігаючи витончений характер автомобіля.Цей точно виготовлений спойлер змінює профіль задньої частини автомобіля, надаючи йому сучасного автоспортивного вигляду. Візуальне карбонове покриття забезпечує автентичну текстуру і глибину справжнього карбону, а також надзвичайну міцність для щоденного розкішного водіння. Цей спойлер, розроблений для бездоганної інтеграції з характерним дизайном Cullinan, додає автомобілю рішучої агресивності, не порушуючи його елегантних пропорцій.Основні характеристики: Візуал",Rolls-Royce,'7700.0,Cullinan,7700.0,Rolls-Royce Cullinan,,,,,,,kg,,7700.00,active
urb-bod-25353069-v1,Range Rover L494 URBAN Range Rover Sport Кузовний обвіс (2018-2022),"<p>Комплект обвісу Range Rover L494 URBAN Range Rover Sport розроблений, щоб змінити зовнішній вигляд вашого автомобіля за допомогою агресивних стильових елементів. Цей комплексний комплект обвісу, розроблений для моделей Range Rover Sport 2018-2022 років, забезпечує покращену аеродинамічну естетику, зберігаючи вишуканий характер автомобіля.</p><p>Колекція обвісів Urban є вершиною післяпродажного вдосконалення зовнішнього вигляду, поєднуючи сучасні елементи дизайну з точним виготовленням. Кожен компонент створений, щоб доповнити імпозантний вигляд Range Rover Sport, додаючи йому виразно сучасний штрих, який виділяє ваш автомобіль з натовпу.</p><p><br>Основні характеристики:<br></p><ul>
<li>Точно відформована конструкція для ідеального прилягання та обробки</li>
<li>Дизайн, розроблений спеціально для автомобілів з шасі L494</li>
<li>Міцні матеріали, здатні витримувати щоденні умови експлуатації</li>
<li>Агресивний стиль, що підкреслює атлетичні пропорції автомобіля</li>
</ul><p><br>Включає:<br></p><ul>
<li>Повний комплект компонентів обвісу</li>
<li>Кріпильне обладнання та аксесуари для монтажу</li>
</ul><p><br>Підкресліть виразність вашого Range Rover Sport. Створено для вимогливих ентузіастів.<br></p>",Urban,,Bodykits,"Bodykits, Land Rover, Range Rover Sport L494, Urban Automotive",true,Title,Default Title,,,,,,,,URB-BOD-25353069-V1,1000.0,,999,continue,manual,982051.20,,true,true,,,,,050-0078/0117,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_cb7eb8f2-1579-4ee1-bee7-5033d6ed3fc5.png?v=1770387668,1,Urban Automotive — зображення скоро з'явиться,false,,Range Rover L494 URBAN Range Rover Sport Кузовний обвіс. URBAN Automotive для Land Rover Range Rover Sport L494. Офіційний дилер в Україні.,,,,,,,,,,,,"Комплект обвісу Range Rover L494 URBAN Range Rover Sport розроблений, щоб змінити зовнішній вигляд вашого автомобіля за допомогою агресивних стильових елементів. Цей комплексний комплект обвісу, розроблений для моделей Range Rover Sport 2018-2022 років, забезпечує покращену аеродинамічну естетику, зберігаючи вишуканий характер автомобіля.Колекція обвісів Urban є вершиною післяпродажного вдосконалення зовнішнього вигляду, поєднуючи сучасні елементи дизайну з точним виготовленням. Кожен компонент створений, щоб доповнити імпозантний вигляд Range Rover Sport, додаючи йому виразно сучасний штрих, який виділяє ваш автомобіль з натовпу.Основні характеристики: Точно відформована конструкція для ідеального прилягання та обробки Дизайн, розроблений спеціально для автомобілів з шасі L494 Міцні матер",Land Rover,'13115.0,Range Rover Sport L494,13115.0,Land Rover Range Rover Sport L494,,,,,,,kg,,13115.00,active
urb-tai-25353078-v1,Окантовка задніх задніх дверей Range Rover L494 (2013-2022) з візуальним карбоновим покриттям (2013-2022),"<p>Задня кришка багажника Urban Range Rover L494 з візуальним карбоновим покриттям розроблена для поліпшення зовнішнього вигляду вашого Range Rover. Спроектована з ювелірною точністю для моделей L494 2013-2022 років, ця кришка багажника забезпечує преміальне візуальне поліпшення, зберігаючи вишуканий характер вашого розкішного SUV.</p><p>Виготовлена з високоякісного візуального вуглецевого волокна, ця оздоблення задньої двері перетворює задній профіль, надаючи йому сучасного стилю, який доповнює імпозантний вигляд Range Rover. Точно розроблений дизайн ідеально поєднується з заводськими лініями кузова, створюючи вишуканий вигляд OEM+, що підкреслює преміальну привабливість вашого автомобіля.</p><p><br>Основні характеристики:<br></p><ul>
<li>Конструкція з візуального вуглецевого волокна для легкої міцності та преміальної естетики</li>
<li>Конструкція, розроблена спеціально для автомобіля, для точного кріплення на задній двері L494</li>
<li>Погодостійке покриття, розроблене для щоденних умов експлуатації</li>
<li>Чітка інтеграція з заводським стилем для вишуканого візуального вдосконалення</li>
</ul><p><br>В комплекті<br></p><ul>
<li>Задня панель багажника з вуглецевого волокна</li>
<li>Кріпильні елементи та аксесуари для монтажу</li>
</ul><p><br>Витончена розкіш. Покращена присутність. Створено для сучасного Range Rover.<br></p>",Urban,,Tailgates trim,"Land Rover, Range Rover Sport L494, Tailgates trim, Urban Automotive",true,Title,Default Title,,,,,,,,URB-TAI-25353078-V1,1000.0,,999,continue,manual,73382.40,,true,true,,,,,440-0194,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_856e7c91-e8ce-40fb-ac3e-25264d2d0f04.png?v=1770387667,1,Urban Automotive — зображення скоро з'явиться,false,Окантовка задніх задніх дверей Range Rover L494 (2013-2022) з,Окантовка задніх задніх дверей Range Rover L494 (2013-2022) з. URBAN Automotive для Land Rover Range Rover Sport L494. Офіційний дилер в Україні.,,,,,,,,,,,,"Задня кришка багажника Urban Range Rover L494 з візуальним карбоновим покриттям розроблена для поліпшення зовнішнього вигляду вашого Range Rover. Спроектована з ювелірною точністю для моделей L494 2013-2022 років, ця кришка багажника забезпечує преміальне візуальне поліпшення, зберігаючи вишуканий характер вашого розкішного SUV.Виготовлена з високоякісного візуального вуглецевого волокна, ця оздоблення задньої двері перетворює задній профіль, надаючи йому сучасного стилю, який доповнює імпозантний вигляд Range Rover. Точно розроблений дизайн ідеально поєднується з заводськими лініями кузова, створюючи вишуканий вигляд OEM+, що підкреслює преміальну привабливість вашого автомобіля.Основні характеристики: Конструкція з візуального вуглецевого волокна для легкої міцності та преміальної естетики Конструкція, розробл",Land Rover,'980.0,Range Rover Sport L494,980.0,Land Rover Range Rover Sport L494,,,,,,,kg,,980.00,active
urb-whe-26009308-v1,"22"" WX2-R - 5x120 - ET35 - Satin Black - передні (L663)","",Urban,,Wheels,"Defender L663, Land Rover, Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009308-V1,1000.0,,999,continue,manual,58780.80,,true,true,,,,,100-1194,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_41376d9e-3bd6-44ab-92bd-58cd7a575be3.png?v=1770387666,1,Urban Automotive — зображення скоро з'явиться,false,,"22"" WX2-R - 5x120 - ET35 - Satin Black - передні (L663). URBAN Automotive для Land Rover Defender L663. Офіційний дилер в Україні. Доставка по Україні.",,,,,,,,,,,,,Land Rover,'785.0,Defender L663,785.0,Land Rover Defender L663,,,,,,,kg,,785.00,active
urb-whe-26009348-v1,UA Black Centercap UC / WX (1шт),"",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009348-V1,1000.0,,999,continue,manual,1872.00,,true,true,,,,,100-5004,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_95a6d75e-ecc0-41f5-8061-26c678808e1e.png?v=1770387666,1,Urban Automotive — зображення скоро з'явиться,false,,UA Black Centercap UC / WX (1шт). URBAN Automotive для Urban Automotive UA Black Centercap UC / WX (1pc). Офіційний дилер в Україні. Доставка по Україні.,,,,,,,,,,,,,Urban Automotive,'25.0,UA Black Centercap UC / WX (1pc),25.0,Urban Automotive UA Black Centercap UC / WX (1pc),,,,,,,kg,,25.00,active
urb-whe-26009346-v1,Плаваюча центральна кришка з опорними пластинами,"",Urban,,Wheels,"Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009346-V1,1000.0,,999,continue,manual,11232.00,,true,true,,,,,100-5001,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_eea94072-f1db-4bec-9b03-2827927a9a06.png?v=1770387665,1,Urban Automotive — зображення скоро з'явиться,false,,Плаваюча центральна кришка з опорними пластинами. URBAN Automotive для Urban Automotive Floating Centrecap including backing plates. Офіційний дилер в Україні.,,,,,,,,,,,,,Urban Automotive,'150.0,Floating Centrecap including backing plates,150.0,Urban Automotive Floating Centrecap including backing plates,,,,,,,kg,,150.00,active
urb-whe-26009242-v1,"20"" WX4 - 6x130 - Satin Black (Grenadier)","",Urban,,Wheels,"Grenadier, INEOS, Urban Automotive, Wheels",true,Title,Default Title,,,,,,,,URB-WHE-26009242-V1,1000.0,,999,continue,manual,33696.00,,true,true,,,,,100-0049,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_9adf4329-adad-4ba7-9ad4-b05d9bfa9b8b.png?v=1770387665,1,Urban Automotive — зображення скоро з'явиться,false,,"20"" WX4 - 6x130 - Satin Black (Grenadier). Оригінальний компонент URBAN Automotive для INEOS Grenadier. Офіційний дилер в Україні. Доставка по Україні та світу.",,,,,,,,,,,,,INEOS,'450.0,Grenadier,450.0,INEOS Grenadier,,,,,,,kg,,450.00,active
urb-sid-25353025-v1,Range Rover L460/L461 Linear SWB Black Shadow - фіксовані бічні підніжки,"<p>Фіксовані бічні підніжки Range Rover L460/L461 Linear SWB Black Shadow розроблені для підвищення функціональності та візуального ефекту. Створені для моделей Range Rover з короткою колісною базою, ці фіксовані бічні підніжки забезпечують кращий доступ та імпозантний вигляд, зберігаючи при цьому високі естетичні стандарти автомобіля.</p><p>Ці бічні підніжки є ідеальним поєднанням практичної корисності та вишуканого дизайну. Створені для доповнення імпозантного вигляду Range Rover, вони забезпечують стабільну платформу для входу та виходу, а також додають виразне чорне покриття, яке підкреслює сміливий характер автомобіля.</p><p><br>Основні характеристики:<br></p><ul>
<li>Лінійний профіль дизайну з преміальним чорним матовим покриттям</li>
<li>Спеціальне кріплення для моделей L460/L461 з короткою колісною базою</li>
<li>Фіксована система кріплення, розроблена для довговічності та стабільності</li>
<li>Покращена доступність без шкоди для дорожнього просвіту</li>
</ul><p><br>В комплекті<br></p><ul>
<li>Фіксовані бічні підніжки</li>
<li>Кріпильні деталі та кронштейни</li>
</ul><p><br>Імпозантний вигляд. Покращений доступ. Створено для сучасного Range Rover.<br></p>",Urban,,Side Steps,"Land Rover, Range Rover Sport L461, Side Steps, Urban Automotive",true,Title,Default Title,,,,,,,,URB-SID-25353025-V1,1000.0,,999,continue,manual,89481.60,,true,true,,,,,440-0336,https://cdn.shopify.com/s/files/1/0612/7383/3557/files/placeholder_urban_e2c47fa1-83bb-460c-9577-74d55a04c850.png?v=1770387664,1,Urban Automotive — зображення скоро з'явиться,false,Range Rover L460/L461 Linear SWB Black Shadow - фіксовані бічні,Range Rover L460/L461 Linear SWB Black Shadow - фіксовані. URBAN Automotive для Land Rover Range Rover Sport L461. Офіційний дилер в Україні.,,,,,,,,,,,,"Фіксовані бічні підніжки Range Rover L460/L461 Linear SWB Black Shadow розроблені для підвищення функціональності та візуального ефекту. Створені для моделей Range Rover з короткою колісною базою, ці фіксовані бічні підніжки забезпечують кращий доступ та імпозантний вигляд, зберігаючи при цьому високі естетичні стандарти автомобіля.Ці бічні підніжки є ідеальним поєднанням практичної корисності та вишуканого дизайну. Створені для доповнення імпозантного вигляду Range Rover, вони забезпечують стабільну платформу для входу та виходу, а також додають виразне чорне покриття, яке підкреслює сміливий характер автомобіля.Основні характеристики: Лінійний профіль дизайну з преміальним чорним матовим покриттям Спеціальне кріплення для моделей L460/L461 з короткою колісною базою Фіксована система кріп",Land Rover,'1195.0,Range Rover Sport L461,1195.0,Land Rover Range Rover Sport L461,,,,,,,kg,,1195.00,active
